Code,obesity_pre_teen
E02000455,0.23134328358208955
E02000456,0.20670391061452514
E02000457,0.18857142857142858
E02000459,0.27615062761506276
E02000460,0.20416666666666666
E02000461,0.22340425531914893
E02000462,0.24630541871921183
E02000463,0.19256756756756757
E02006795,0.1827956989247312
E02006882,0.21666666666666667
E02000464,0.23553719008264462
E02000465,0.20306513409961685
E02000466,0.21933085501858737
E02000467,0.23703703703703705
E02000468,0.23018867924528302
E02000469,0.2193877551020408
E02000470,0.15979381443298968
E02000471,0.12322274881516587
E02000472,0.1724137931034483
E02000473,0.20774647887323944
E02000474,0.2157676348547718
E02000475,0.22169811320754718
E02000476,0.20634920634920634
E02000477,0.16666666666666666
E02000478,0.17543859649122806
E02000479,0.23555555555555555
E02000480,0.1912751677852349
E02000481,0.2024793388429752
E02000482,0.16666666666666666
E02000483,0.16267942583732056
E02000484,0.2
E02000485,0.2048780487804878
E02000486,0.1875
E02000487,0.11857707509881422
E02000488,0.17318435754189945
E02000489,0.2073170731707317
E02000490,0.2619047619047619
E02000491,0.22364217252396165
E02000492,0.22981366459627328
E02000493,0.24669603524229075
E02000494,0.13541666666666666
E02000495,0.19339622641509435
E02000496,0.185
E02000497,0.17551020408163265
E02000498,0.1377245508982036
E02000499,0.12173913043478261
E02000500,0.1116751269035533
E02000501,0.17391304347826086
E02000502,0.15555555555555556
E02000503,0.16498316498316498
E02000504,0.0970873786407767
E02000506,0.16585365853658537
E02000507,0.19032258064516128
E02000508,0.17415730337078653
E02000509,0.2037914691943128
E02000510,0.16423357664233576
E02000511,0.20212765957446807
E02000512,0.19269102990033224
E02000513,0.2478134110787172
E02000514,0.2647814910025707
E02000515,0.20209059233449478
E02000516,0.24836601307189543
E02000517,0.22284122562674094
E02000518,0.26479750778816197
E02000519,0.22058823529411764
E02000520,0.25
E02000521,0.19950738916256158
E02000522,0.23357664233576642
E02000523,0.23115577889447236
E02000524,0.28
E02000525,0.23154362416107382
E02006796,0.1867704280155642
E02000526,0.10256410256410256
E02000528,0.2508591065292096
E02000529,0.26755852842809363
E02000530,0.23348017621145375
E02000531,0.18552036199095023
E02000532,0.18421052631578946
E02000533,0.13286713286713286
E02000534,0.14516129032258066
E02000535,0.25757575757575757
E02000536,0.24516129032258063
E02000537,0.23115577889447236
E02000538,0.2762237762237762
E02000539,0.22443181818181818
E02000540,0.188
E02000541,0.2664359861591695
E02000542,0.2869822485207101
E02000543,0.21019108280254778
E02000544,0.16260162601626016
E02000545,0.22
E02000546,0.2546916890080429
E02000547,0.2947019867549669
E02000548,0.25597269624573377
E02000549,0.23867069486404835
E02000550,0.23298429319371727
E02000551,0.2861356932153392
E02000552,0.2938775510204082
E02000553,0.23
E02006792,0.17592592592592593
E02000554,0.24896265560165975
E02000555,0.16299559471365638
E02000556,0.26804123711340205
E02000557,0.15675675675675677
E02000558,0.25830258302583026
E02000559,0.14201183431952663
E02000560,0.24731182795698925
E02000561,0.11194029850746269
E02000562,0.1864406779661017
E02000563,0.2818181818181818
E02000564,0.21153846153846154
E02000565,0.27111111111111114
E02000566,0.2152777777777778
E02000567,0.18518518518518517
E02000568,0.3039647577092511
E02000569,0.2878787878787879
E02000570,0.20535714285714285
E02000571,0.17204301075268819
E02000572,0.21518987341772153
E02000573,0.24742268041237114
E02000574,0.22522522522522523
E02000575,0.21428571428571427
E02000576,0.23504273504273504
E02000577,0.19924812030075187
E02000578,0.25
E02000579,0.16666666666666666
E02000580,0.2318840579710145
E02000581,0.28063241106719367
E02000582,s
E02000583,0.21428571428571427
E02000584,0.21568627450980393
E02000585,0.15625
E02000586,s
E02000587,0.23529411764705882
E02000588,s
E02000589,0.16393442622950818
E02000590,0.1891891891891892
E02000591,0.18867924528301888
E02000592,s
E02000593,0.22580645161290322
E02000594,s
E02000595,s
E02000596,s
E02000597,0.2158273381294964
E02000598,0.11724137931034483
E02000599,0.15966386554621848
E02000600,0.18840579710144928
E02000601,0.12420382165605096
E02000602,0.22058823529411764
E02000603,0.15658362989323843
E02000604,0.14336917562724014
E02000605,0.104
E02000606,0.18699186991869918
E02000607,0.10144927536231885
E02000608,s
E02000609,0.16964285714285715
E02000610,s
E02000611,0.12236286919831224
E02000612,0.1483050847457627
E02000613,0.10964912280701754
E02000614,0.21428571428571427
E02000615,0.21951219512195122
E02000616,0.24431818181818182
E02000617,0.24738675958188153
E02000619,0.23195876288659795
E02000620,0.25
E02000621,0.24651162790697675
E02000622,0.27485380116959063
E02000623,0.2610294117647059
E02000624,0.2912621359223301
E02000625,0.2560553633217993
E02000626,0.2517241379310345
E02000627,0.2814070351758794
E02000628,0.26813880126182965
E02000629,0.23484848484848486
E02000630,0.23809523809523808
E02000631,0.15668202764976957
E02000632,0.330188679245283
E02000633,0.2631578947368421
E02000634,0.2671232876712329
E02000635,0.24019607843137256
E02000636,0.23170731707317074
E02000637,0.22857142857142856
E02000638,0.2163265306122449
E02000639,0.27835051546391754
E02000640,0.23863636363636365
E02000641,0.26345609065155806
E02000642,0.17410714285714285
E02000643,0.19597989949748743
E02000644,0.18502202643171806
E02000645,0.24571428571428572
E02000646,0.19858156028368795
E02000647,0.22
E02000648,0.25316455696202533
E02000649,0.2318181818181818
E02000650,0.2561576354679803
E02000651,0.19170984455958548
E02000652,0.25384615384615383
E02006801,0.21100917431192662
E02000653,0.28169014084507044
E02000654,0.25874125874125875
E02000655,0.27631578947368424
E02000657,0.27184466019417475
E02000658,0.2413793103448276
E02000659,0.21084337349397592
E02000660,0.23717948717948717
E02000661,0.25
E02000662,0.22727272727272727
E02000663,0.28662420382165604
E02000664,0.24892703862660945
E02000665,0.22093023255813954
E02000666,0.23076923076923078
E02000667,0.1949685534591195
E02000668,0.1564245810055866
E02000669,0.25806451612903225
E02000670,0.19428571428571428
E02000671,0.19689119170984457
E02000672,0.205607476635514
E02000673,0.15566037735849056
E02000674,0.25
E02000675,0.24017467248908297
E02000676,0.22897196261682243
E02000677,0.19491525423728814
E02000678,0.25925925925925924
E02000679,0.25
E02000680,0.2916666666666667
E02000681,0.2796934865900383
E02000682,0.24202127659574468
E02000683,0.24413145539906103
E02000685,0.2784313725490196
E02000686,0.2838983050847458
E02000687,0.27040816326530615
E02006783,0.3072289156626506
E02006784,0.21673003802281368
E02006798,0.27312775330396477
E02000689,0.1048951048951049
E02000690,s
E02000691,0.14285714285714285
E02000692,s
E02000693,0.1322314049586777
E02000694,0.19047619047619047
E02000695,0.2616822429906542
E02000696,0.24434389140271492
E02000697,0.1346153846153846
E02000698,0.088
E02000699,0.056338028169014086
E02000700,0.22448979591836735
E02000701,0.2730496453900709
E02000702,0.3054545454545455
E02000703,0.10891089108910891
E02000704,0.2073170731707317
E02000705,0.19776119402985073
E02000706,0.23174603174603176
E02000707,0.26332288401253917
E02000708,0.183206106870229
E02000709,0.20093457943925233
E02000710,0.2589641434262948
E02000711,0.23508771929824562
E02000712,0.2147239263803681
E02000713,0.18614718614718614
E02000714,0.2342007434944238
E02000715,0.26666666666666666
E02000716,0.24793388429752067
E02000717,0.25833333333333336
E02000718,0.2735294117647059
E02000719,0.2815533980582524
E02000720,0.2736318407960199
E02000721,0.24431818181818182
E02000722,0.2887700534759358
E02000723,0.2521489971346705
E02000724,0.24456521739130435
E02000725,0.2192513368983957
E02000726,0.23776223776223776
E02000727,0.26640926640926643
E02000728,0.23890784982935154
E02000729,0.1822429906542056
E02000730,0.1865079365079365
E02000731,0.2558139534883721
E02000732,0.26557377049180325
E02000733,0.29069767441860467
E02000734,0.2518796992481203
E02000735,0.21991701244813278
E02000736,0.25888324873096447
E02000737,0.2564705882352941
E02000738,0.29508196721311475
E02000739,0.2925764192139738
E02000740,0.2816326530612245
E02000741,0.2695035460992908
E02000742,0.27089337175792505
E02000743,0.31596091205211724
E02000744,0.3047945205479452
E02000745,0.2348993288590604
E02000746,0.2242152466367713
E02000747,0.25075528700906347
E02000748,0.20418848167539266
E02000749,0.2878338278931751
E02000750,0.31353135313531355
E02000751,0.12315270935960591
E02000752,0.2988929889298893
E02000753,0.21991701244813278
E02000754,0.16363636363636364
E02000755,0.20134228187919462
E02000756,0.2647058823529412
E02000757,0.15602836879432624
E02000758,0.27232142857142855
E02000759,0.2128146453089245
E02000760,0.25517241379310346
E02000762,0.255
E02000763,0.21245421245421245
E02000764,0.13793103448275862
E02000765,0.17937219730941703
E02000767,0.21621621621621623
E02000768,0.22580645161290322
E02000769,0.27387387387387385
E02000770,0.19618528610354224
E02000772,0.2530487804878049
E02000773,0.2471131639722864
E02000774,0.27
E02000776,0.2330508474576271
E02000777,0.1595744680851064
E02000779,0.25925925925925924
E02000780,0.20875420875420875
E02000781,0.23118279569892472
E02000782,0.2689295039164491
E02000783,0.24307692307692308
E02006800,0.2249488752556237
E02006924,0.1865671641791045
E02006925,0.2314487632508834
E02000784,0.14655172413793102
E02000785,0.07142857142857142
E02000786,0.11330049261083744
E02000787,0.1444866920152091
E02000788,0.09302325581395349
E02000789,0.13402061855670103
E02000790,0.08148148148148149
E02000791,s
E02000792,s
E02000793,0.14912280701754385
E02000794,0.10588235294117647
E02000795,0.09154929577464789
E02000796,0.18885448916408668
E02000797,0.14166666666666666
E02000798,0.10803324099722991
E02000799,0.05714285714285714
E02000800,0.13548387096774195
E02000801,0.09554140127388536
E02000802,0.07103825136612021
E02000803,0.19742489270386265
E02000804,0.0625
E02000805,0.10144927536231885
E02000806,0.14583333333333334
E02000807,0.19626168224299065
E02000808,0.17757009345794392
E02000809,0.25984251968503935
E02000810,0.27522935779816515
E02000812,0.22321428571428573
E02000813,0.30303030303030304
E02000814,0.2689075630252101
E02000815,0.22641509433962265
E02000816,0.25853658536585367
E02000817,0.33727810650887574
E02000818,0.3621621621621622
E02000819,0.3333333333333333
E02000820,0.25471698113207547
E02000821,0.3287671232876712
E02000822,0.28991596638655465
E02000823,0.30414746543778803
E02000824,0.28969359331476324
E02000825,0.2917933130699088
E02000826,0.28517110266159695
E02000827,0.3081570996978852
E02000828,0.33587786259541985
E02000829,0.26217228464419473
E02000830,0.23776223776223776
E02000831,0.26804123711340205
E02000832,0.2703583061889251
E02000833,0.2804232804232804
E02000834,0.183206106870229
E02000835,0.2222222222222222
E02000836,0.14285714285714285
E02000837,0.1270718232044199
E02000838,0.1780821917808219
E02000839,0.2922077922077922
E02006802,0.24675324675324675
E02000840,0.2305194805194805
E02000841,0.2558139534883721
E02000842,0.2151394422310757
E02000843,0.24404761904761904
E02000844,0.2578397212543554
E02000845,0.11940298507462686
E02000846,0.1917808219178082
E02000847,0.1700404858299595
E02000848,0.16129032258064516
E02000849,0.1651376146788991
E02000850,0.20408163265306123
E02000851,0.22429906542056074
E02000852,0.1553398058252427
E02000853,0.1894273127753304
E02000854,0.13917525773195877
E02000855,0.14285714285714285
E02000856,0.16129032258064516
E02000857,0.18309859154929578
E02000858,0.25
E02000859,0.21739130434782608
E02000860,0.19879518072289157
E02000861,0.1404494382022472
E02000863,0.16666666666666666
E02006836,0.1348314606741573
E02000864,0.2827868852459016
E02000865,0.2693877551020408
E02000866,0.2052401746724891
E02000867,0.2261904761904762
E02000868,0.25842696629213485
E02000869,0.2536231884057971
E02000870,0.23809523809523808
E02000871,0.2578947368421053
E02000872,0.28217821782178215
E02000873,0.21686746987951808
E02000874,0.2594142259414226
E02000875,0.24708624708624707
E02000876,0.25268817204301075
E02000877,0.3108433734939759
E02000878,0.24267782426778242
E02000879,0.232
E02000880,0.29015544041450775
E02000881,0.25277777777777777
E02000882,0.2777777777777778
E02000883,0.23782234957020057
E02000884,0.2523364485981308
E02000885,0.2607003891050584
E02000886,0.2543352601156069
E02000887,0.2704225352112676
E02000888,0.275
E02000889,0.19205298013245034
E02000890,0.1111111111111111
E02000891,0.2563176895306859
E02000893,0.27167630057803466
E02000894,0.2631578947368421
E02006853,0.28717948717948716
E02006854,0.17721518987341772
E02000895,0.20512820512820512
E02000896,0.16299559471365638
E02000897,0.18587360594795538
E02000898,0.15891472868217055
E02000899,0.21962616822429906
E02000900,0.2662337662337662
E02000901,0.17714285714285713
E02000902,0.25773195876288657
E02000903,0.26433915211970077
E02000904,0.1879432624113475
E02000905,0.23853211009174313
E02000906,0.2403560830860534
E02000907,0.2793733681462141
E02000908,0.2367601246105919
E02000909,0.2163265306122449
E02000910,0.23129251700680273
E02000911,0.247557003257329
E02000912,0.2634730538922156
E02000913,0.21825396825396826
E02000914,0.2719546742209632
E02000915,0.17676767676767677
E02000916,0.21639344262295082
E02000917,0.23766816143497757
E02000918,0.20920502092050208
E02000919,0.32
E02000920,0.23890784982935154
E02000921,0.2519893899204244
E02000922,0.23411371237458195
E02000923,0.25609756097560976
E02000924,0.2577777777777778
E02000925,0.25225225225225223
E02000926,0.26956521739130435
E02000927,0.26732673267326734
E02000928,0.14634146341463414
E02000929,0.2647058823529412
E02000930,0.2222222222222222
E02000931,0.13953488372093023
E02000932,0.14102564102564102
E02000933,0.19130434782608696
E02000934,0.1951219512195122
E02000935,0.24468085106382978
E02000936,0.19230769230769232
E02000937,0.09848484848484848
E02000938,0.2145922746781116
E02000939,0.05785123966942149
E02000940,0.2422680412371134
E02000941,0.13986013986013987
E02000942,0.07853403141361257
E02000943,0.23157894736842105
E02000944,0.242152466367713
E02000945,0.19811320754716982
E02000946,0.2468354430379747
E02000947,0.12056737588652482
E02000948,0.16428571428571428
E02000949,0.1702127659574468
E02000950,0.2
E02000951,0.1743119266055046
E02000952,0.2
E02000953,0.22826086956521738
E02000954,0.2046783625730994
E02000955,0.22167487684729065
E02000956,0.2222222222222222
E02000957,0.19672131147540983
E02000958,0.1639871382636656
E02000959,0.23039215686274508
E02000960,0.1568627450980392
E02000961,0.20903954802259886
E02000962,0.24324324324324326
E02000963,0.28125
E02000964,0.3025936599423631
E02000965,0.2616822429906542
E02000966,0.21978021978021978
E02000967,0.17647058823529413
E02000968,0.2579505300353357
E02000969,0.2774725274725275
E02000970,s
E02000971,0.3968253968253968
E02000972,0.2459016393442623
E02000973,0.2403846153846154
E02000974,0.225
E02000975,s
E02000976,0.23214285714285715
E02000977,s
E02000978,s
E02000979,0.2222222222222222
E02000980,0.2826086956521739
E02000981,0.25333333333333335
E02000982,0.2623762376237624
E02000983,0.2810810810810811
