Code,no_car_in_household,Msoa_name,lone_parent_unemployed,families_with_3plus_kids,health_life_expectancy_at_birth,child_poverty,overcrowded_houses,self_harm_hospital_admission,AvPTAI2015,supermarket,fast_food,population_cannot_speak_english,Limiting_long-term_illness_disability,hospital_admission_associated_with_alcohol,regular_smoking_at15,non_white_ethnic_group,net weekly income,education_no qualifications,general health age 50-64,work_49hr_more,samhi_index.2011
E02000270,1857,Ealing 033,57.8,24.66793169,57.557995,27.5,33.7,51.7,134.59146525679756,0,0,7.9,16.2,151.7,2.1,52.0,700,19.7,7.400497512437811,441,-1.070162203113219
E02000271,901,Ealing 034,41.0,12.85189718,69.72138,7.2,13.2,28.7,368.8895191256831,0,1,2.0,9.0,83.6,5.3,17.2,1375,7.8,2.974692911055202,965,-1.6668049633180082
E02000272,625,Ealing 035,33.0,13.52657005,66.615145,7.3,9.2,47,501.2560342465753,1,0,2.8,12.2,101.0,5.4,25.9,1160,11.3,3.8191854393555125,561,-1.4102974792778356
E02000274,1385,Ealing 037,60.5,24.96924969,60.023885,17.8,34.7,39.5,514.4354020618556,1,0,14.9,15.3,189.8,1.2,91.6,755,23.2,5.77648538195536,458,-2.1178802400865417
E02000275,751,Ealing 038,60.5,19.11057692,58.075625,19.4,29.7,66.1,176.61518518518517,0,0,12.9,18.9,151.9,1.5,83.0,770,22.8,6.832298136645963,287,-1.397219800032533
E02000276,910,Ealing 039,36.2,11.54345006,65.50927,8.1,14.1,48.2,511.27015000000006,0,4,2.8,10.0,104.6,5.3,24.4,1200,9.0,3.5764050162563863,617,-1.1787425836849432
E02000277,689,Enfield 001,58.1,17.02755906,64.938875,22.5,14.1,22.1,648.8596153846154,1,0,5.0,15.7,82.7,1.6,35.1,770,27.7,5.044046604148906,319,-1.5087077658131471
E02000278,1182,Enfield 002,62.0,23.27402135,57.731635,32.6,19.8,31.8,514.9728917197452,0,0,6.6,17.9,101.3,1.6,39.1,670,32.4,6.487287652491164,282,-1.397160422248146
E02000279,1509,Enfield 003,61.0,21.11702128,58.28378,31.6,20.0,44.1,466.84299549549553,1,0,6.2,13.7,98.4,1.5,48.2,720,24.8,5.430064664717867,519,-1.295124728104471
E02000280,888,Enfield 004,50.8,15.32599492,64.37913,18.1,11.0,48.9,326.1096720564784,1,3,2.2,15.9,91.8,2.8,17.9,870,21.5,5.375708884688091,520,-1.1776084262604885
E02000281,1049,Enfield 005,58.7,14.6539028,58.83099,22.9,18.7,36,244.58270531400967,0,0,3.9,15.9,92.6,2.1,31.8,770,23.3,5.445146467547386,439,-1.1038552195200393
E02000282,1501,Enfield 006,63.9,20.8281054,57.3594,33.3,24.5,30.5,591.3254736842106,1,0,8.7,16.1,111.3,1.6,42.8,620,32.4,6.0359964881474975,296,-1.8105230841974047
E02000283,734,Enfield 007,56.5,25.75406032,61.080795,28.7,15.8,26.8,378.9684966887417,0,0,5.5,14.9,99.9,1.6,39.6,760,28.3,5.280685061845861,325,-2.0475005515642195
E02000284,930,Enfield 008,46.4,12.37209302,65.845375,14.8,11.9,34.3,417.3676359832636,1,2,1.5,15.0,99.4,2.4,18.8,945,18.1,4.391560353287536,540,-1.1733104450615912
E02000285,392,Enfield 009,38.6,15.14124294,67.41562,10.3,4.9,39.3,190.68791411042943,0,0,1.7,14.1,83.9,3.7,17.5,1035,17.9,3.6236297198538368,402,-1.4157914571719918
E02000286,896,Enfield 010,35.7,9.7799511,70.775225,14.6,12.5,41.2,276.60246043165466,2,0,1.3,16.5,95.2,3.2,19.2,975,17.4,3.916876574307305,645,-1.011220301605675
E02000287,487,Enfield 011,45.7,15.72739187,69.16627,9.9,9.0,28.8,387.2116593251029,1,1,2.4,15.4,78.5,2.9,23.7,995,17.8,4.096088697259008,614,-1.7312311812603505
E02000288,1420,Enfield 012,57.5,22.21514959,59.928095,26.5,24.1,31.6,297.8541491525424,3,0,7.6,16.0,106.1,1.4,49.3,685,27.7,5.782833110303957,390,-1.3862031863314386
E02000289,324,Enfield 013,37.1,14.4057623,69.67727,10.1,3.5,35.9,424.0929032258064,1,0,1.7,15.2,83.6,3.5,23.0,1030,17.8,4.429898005784747,408,-1.4119601375630382
E02000290,1316,Enfield 014,57.0,17.11851278,56.53433,27.9,28.5,26.6,342.90644688644693,0,0,8.8,15.0,112.8,1.5,54.8,605,29.7,6.669428334714167,236,-1.579830668919156
E02000291,1424,Enfield 015,54.8,14.03212172,64.604015,21.8,20.2,24.3,182.41779635499208,6,5,3.8,15.9,92.1,1.9,29.8,790,21.3,4.688386877057555,541,-1.5839691663977258
E02000292,895,Enfield 016,47.1,15.89928058,65.372005,18.3,11.2,51,637.5024038461538,1,0,3.7,13.9,91.8,1.7,33.3,870,22.0,4.30753027909426,458,-1.741565892707593
E02000293,368,Enfield 017,41.2,16.40826873,68.98785,6.4,4.8,30.5,471.0655440414507,1,0,1.3,14.2,73.0,3.4,19.1,1105,15.8,3.85718839655722,565,-1.4953910774520858
E02000294,973,Enfield 018,56.3,25.25814138,59.82153,25.2,17.8,23.2,436.2902674418605,1,0,7.5,16.0,99.8,1.5,51.0,720,27.8,5.896551724137931,256,-1.3677688834779378
E02000295,739,Enfield 019,41.6,14.06945681,68.047475,12.0,11.5,36.4,325.5717598039216,1,0,3.2,15.2,89.5,2.8,30.6,955,17.0,4.175214190901412,600,-1.4386134919353446
E02000296,1266,Enfield 020,51.5,14.19529837,62.385045,17.0,17.3,29.5,268.6857261345853,3,1,4.7,16.0,88.8,1.9,31.5,855,19.0,4.847969381246013,618,-2.054137365553822
E02000297,582,Enfield 021,34.4,14.75256769,68.40209,9.1,7.5,22.1,693.7286488888889,1,1,2.8,14.8,87.3,3.3,24.9,1015,19.0,4.2772062804547915,630,-1.6209526848848963
E02000298,493,Enfield 022,28.0,16.77083333,71.24879,6.4,8.4,34.6,795.9190014534885,0,0,2.0,12.8,76.9,4,19.3,1140,14.3,2.9333670501959794,760,-1.3677771441626057
E02000299,1486,Enfield 023,50.9,23.9546421,58.295225,27.4,26.0,30.7,268.8955274725275,0,0,8.6,15.8,107.2,1.4,59.3,695,28.6,6.348520837832002,310,-1.2378739692994536
E02000300,1188,Enfield 024,55.1,22.41238794,61.60496,27.1,23.1,40.3,367.81382352941176,0,1,8.1,14.4,100.3,1.4,57.0,765,24.8,5.801036781041717,254,-1.7395494995260348
E02000301,1903,Enfield 025,52.9,20.8358209,56.539055,30.2,26.9,40.1,338.66825,0,0,9.6,16.2,112.2,1.4,58.2,625,29.6,7.1797418073485595,288,-1.3293820638071654
E02000302,813,Enfield 026,38.7,17.72853186,60.603325,13.4,14.6,43.3,331.0985706214689,1,0,4.8,16.4,98.8,1.9,35.4,835,22.7,5.449492508458192,493,-1.609644481062785
E02000303,1517,Enfield 027,59.3,24.37357631,56.26607,29.0,28.7,42.8,210.0303156732892,0,0,8.7,18.2,113.7,1.4,55.3,655,31.3,7.3339703774486384,269,-1.8669949527898928
E02000304,456,Enfield 028,30.8,14.32958035,68.84376,6.9,8.2,N/A - not available,298.1409111111111,0,0,2.6,13.9,72.6,3.7,26.4,1155,13.7,3.6138551956983873,715,-1.9204222625743672
E02000305,1059,Enfield 029,34.2,11.6097561,65.10172,12.7,18.9,42.3,452.31292391304345,1,0,4.7,13.6,105.0,2.5,27.4,975,15.4,3.788504661867107,683,-1.4793672766865953
E02000306,2066,Enfield 030,58.2,23.43647136,54.15149,31.7,32.6,51.4,301.143015037594,2,1,10.1,16.9,121.6,1.4,62.2,550,31.7,7.224833315116406,213,-1.546674799224485
E02000307,974,Enfield 031,53.5,20.54317549,60.176335,23.1,17.2,29.8,353.63684507042257,0,0,8.8,14.7,81.3,1.5,48.4,805,25.6,5.651777575205105,381,-2.190523218036456
E02000308,1060,Enfield 032,54.5,15.78947368,63.6253,18.6,17.6,44.7,207.5118794520548,1,0,5.9,15.7,101.9,2.3,40.6,895,17.8,4.894922333898969,466,-1.3739292319272265
E02000309,1741,Enfield 033,54.3,21.83976261,59.265455,29.0,29.9,28.7,277.89876470588234,3,0,10.1,14.3,107.6,1.4,61.3,685,27.1,5.5416826738378795,300,-1.7625759428446297
E02000311,1218,Enfield 035,46.7,17.10825132,60.15796,23.5,20.6,25.2,393.4559255319149,0,0,8.3,16.2,93.2,1.8,43.9,775,22.6,6.013588885508569,477,-1.7237713467590596
E02000312,1708,Enfield 036,39.1,10.9947644,65.58337,16.7,25.9,42.7,244.5142997032641,1,0,6.2,13.8,90.3,2.1,34.5,940,14.4,4.911572472126105,735,-1.6319843602642845
E02000313,1281,Greenwich 001,49.5,24.4140625,60.178375,26.7,25.9,41.1,768.6390000000001,0,0,3.0,14.1,107.4,2.3,50.7,690,23.5,5.91193051957946,275,-1.692940923189957
E02000314,1646,Greenwich 002,50.1,21.26410835,60.46921,19.4,26.5,39.6,515.5491291585126,3,2,3.2,10.6,91.3,2.3,61.1,775,16.2,3.505911129229515,575,-1.7560597726949685
E02000315,1645,Greenwich 003,53.6,24.75862069,59.211425,29.3,20.9,36,235.46586243386244,1,0,2.2,16.8,105.0,2.2,47.7,705,27.9,6.870229007633588,328,-1.4113305008601216
E02000316,2900,Greenwich 004,49.2,17.21854305,58.57298,21.8,33.3,28.3,477.50359848484845,3,1,3.8,12.2,93.1,2.6,46.9,785,16.1,4.561600299121331,954,-1.354975215663141
E02000317,1742,Greenwich 005,55.8,21.95488722,58.40395,25.6,28.2,44.6,115.32221428571428,0,0,4.9,16.5,120.9,2.4,51.7,695,25.3,6.318581936573013,270,-1.2745440184594754
E02000318,1592,Greenwich 006,47.9,21.98049512,59.22169,18.8,28.2,36.2,498.9128855421686,1,0,6.8,14.0,118.4,2.1,65.0,725,21.4,5.456208087787036,408,-1.8115547750171603
E02000319,1824,Greenwich 007,46.7,18.27309237,61.189445,19.9,27.1,17.8,317.7745326460481,0,0,5.2,13.0,104.8,2.3,58.4,745,18.8,4.471131639722864,518,-1.651564626706791
E02000320,1017,Greenwich 008,47.3,17.95121951,61.97549,18.5,15.6,56.1,452.5117611940299,0,0,2.4,15.3,86.4,2.8,44.3,790,21.8,4.997728305315766,299,-1.8120034916757983
E02000321,1594,Greenwich 009,52.2,19.25287356,59.808345,26.6,26.4,44.8,473.2384518518519,0,0,4.9,16.9,112.5,2.3,49.8,680,25.4,6.394291311039598,324,-1.581568403195729
E02000323,2264,Greenwich 011,47.4,22.0952381,59.34827,25.7,32.5,45.7,391.3689643962848,1,0,6.5,14.3,119.9,2.1,61.0,635,22.8,5.2770200357445205,460,-1.5452951040041336
E02000324,1395,Greenwich 012,51.7,22.2,60.02942,22.7,20.4,46.2,464.98188764044943,0,0,3.6,19.4,113.4,2.4,39.9,740,25.5,6.879264726361231,353,-1.0403350659626414
E02000326,1143,Greenwich 014,51.6,14.82254697,63.02995,17.6,13.2,42.3,141.32860555555555,0,0,2.9,13.5,112.1,3.3,32.4,950,16.0,4.9270848081551755,539,-1.2055061090188277
E02000327,1244,Greenwich 015,53.6,26.46775746,58.78883,25.3,25.6,45.6,468.1607756410256,0,0,4.5,13.1,120.1,2.2,52.4,750,20.1,5.6090739589807335,568,-1.342103244366957
E02000328,1233,Greenwich 016,41.4,14.05184175,62.995485,11.2,17.0,31.6,138.98690109890111,0,0,1.2,16.0,80.6,4.8,18.4,1030,14.7,4.745085995085995,743,-1.2720257108288018
E02000329,750,Greenwich 017,39.6,16.87344913,61.43852,15.8,12.4,62.7,397.342314516129,0,0,2.0,17.0,98.7,2.9,35.9,815,23.5,5.803209596368941,298,-1.7756689698279136
E02000331,1364,Greenwich 019,52.1,18.04435484,59.93204,26.3,19.9,57.2,422.521237804878,0,0,2.5,16.9,107.0,3,35.3,780,22.9,6.278026905829597,487,-1.1380562455050809
E02000332,858,Greenwich 020,42.4,16.5961945,67.02381,15.3,11.6,29.5,342.66106285714284,0,0,1.6,14.1,85.0,3.9,31.5,985,16.0,3.937007874015748,480,-1.5220334669406677
E02000333,961,Greenwich 021,45.7,14.03508772,70.24285,12.2,12.1,30.2,483.3496923076923,1,0,0.9,13.2,72.2,5.9,15.4,1205,9.4,3.364759427828348,865,-1.1476434598604852
E02000334,751,Greenwich 022,43.0,17.81818182,61.801065,22.4,12.5,42.5,283.7962907801419,0,0,2.8,17.8,102.2,3,31.7,860,24.6,6.328330496673372,417,-1.0673397015266002
E02000335,588,Greenwich 023,33.8,13.50059737,66.31706,8.4,5.1,26.5,346.47644545454546,0,0,0.9,15.3,87.2,6.1,11.6,965,21.3,4.36707894335013,477,-2.0834502630944827
E02000337,977,Greenwich 025,46.2,18.03738318,58.38809,23.6,10.8,49.8,474.5215180722892,0,0,1.7,19.8,96.7,2.7,19.9,785,31.3,7.2097141411586145,360,-1.529618173742412
E02000339,746,Greenwich 027,44.0,15.27777778,66.460825,12.1,7.6,47.7,289.62177639751553,4,1,1.0,17.4,86.5,5.1,11.0,1000,18.5,5.399966459835653,459,-1.8439646707799304
E02000340,878,Greenwich 028,44.9,14.63414634,66.441955,15.2,9.7,32.2,961.5807051630436,1,1,1.0,17.7,84.4,5.3,14.8,870,21.2,4.830759119290174,441,-1.490946666362126
E02000341,1132,Greenwich 029,53.3,20.53333333,58.521415,30.1,14.1,65.5,460.248075862069,0,0,2.0,20.2,108.3,2.7,23.5,700,31.5,7.4710399583496025,368,-1.2474296267419502
E02000342,771,Greenwich 030,52.4,16.80672269,65.26663,23.1,13.7,21.1,370.9705634920635,0,0,1.6,15.0,81.0,3.1,18.7,780,21.7,5.818925450827291,305,-1.5278809602038617
E02000343,803,Greenwich 031,47.2,17.25394897,61.303085,19.1,10.1,50.4,593.7215000000001,0,0,1.3,20.1,89.6,3.4,19.9,800,27.4,6.488434965455092,359,-1.0747791064819765
E02000344,512,Greenwich 032,32.7,13.11688312,66.66651,8.8,7.7,18.2,474.944256,0,0,1.4,16.0,81.5,5.4,16.6,940,23.3,4.5881790664330095,445,-1.2696353085841323
E02000345,1511,Hackney 001,45.8,44.85106383,63.879755,10.9,30.6,27.7,234.28861333333333,1,1,9.9,10.1,96.9,3.1,29.2,870,32.0,3.6135024920706837,262,-1.8714397632349693
E02000346,1785,Hackney 002,55.3,20.72409488,53.212955,40.6,33.3,61,209.78286931818184,0,1,11.4,20.2,115.6,2.3,56.6,645,27.6,9.749211094502574,221,-0.9960456949766532
E02000347,1656,Hackney 003,51.5,38.53028798,59.992915,15.0,28.7,25.7,193.0142777777777,0,0,8.4,13.0,88.8,3,31.4,815,28.6,4.959411466260781,302,-1.945548874221776
E02000348,1803,Hackney 004,51.3,35.60477002,58.941335,18.6,27.7,27.2,263.8193,1,0,10.2,14.1,109.7,2.8,43.1,725,31.1,5.896139139015665,236,-1.750098602678385
E02000350,2151,Hackney 006,40.6,24.18111753,61.3495,15.8,31.1,34.1,157.0425608108108,0,6,6.7,11.7,96.3,2.5,40.4,920,16.6,4.538737597635635,678,-1.7328896196884565
E02000351,2432,Hackney 007,53.3,17.42209632,57.15228,26.8,32.7,32.5,274.60105479452056,1,2,4.8,11.5,97.8,2.8,33.7,990,11.2,4.655846463689136,941,-1.0044755331602748
E02000352,1635,Hackney 008,44.5,24.6737841,58.94463,15.2,25.8,53.6,808.9709855072464,0,0,4.6,15.9,100.9,3.2,33.2,880,18.9,6.2490853212351825,522,-0.9768441758176438
E02000353,1761,Hackney 009,42.2,14.38848921,61.555165,13.0,27.9,33.5,198.5894903846154,2,10,3.7,11.9,86.5,3.3,32.3,1085,12.4,4.810908155389761,795,-1.3144837365341726
E02000354,2703,Hackney 010,55.5,21.29471891,54.661405,27.7,32.4,34.5,198.14254730983305,0,0,7.0,17.1,112.6,2.3,54.3,685,21.0,7.3129431685892685,507,-1.534758878376182
E02000355,1858,Hackney 011,47.3,20.42410714,58.544015,18.2,29.0,33.6,186.9135327102804,1,2,6.0,15.6,96.0,2.3,48.6,880,17.5,5.84984984984985,562,-1.338867986061376
E02000356,1794,Hackney 012,38.9,14.38935913,63.328925,15.6,27.0,42.7,442.61575796178346,0,2,4.1,12.0,107.7,3.2,28.6,1070,11.8,4.843578485181119,707,-1.1547989128039091
E02000357,1596,Hackney 013,53.5,26.28968254,56.408575,32.9,30.1,59.8,312.09553333333326,0,0,7.3,18.6,163.8,2.1,69.1,575,27.6,8.487143082505128,192,-1.3187061440407686
E02000358,3218,Hackney 014,54.5,15.73994867,57.1721,30.4,31.0,42.8,147.5318170731707,1,3,6.0,14.7,111.6,2.5,45.1,805,17.0,6.7258079116502225,888,-1.069486699802115
E02000359,1336,Hackney 015,54.5,25.0,58.98009,20.6,23.3,31.4,363.4596782608696,0,1,5.4,14.8,85.0,2.4,49.9,830,19.7,6.6981275688841535,427,-1.3097419373996175
E02000360,3310,Hackney 016,51.0,20.02635046,57.15346,32.8,33.5,55.9,211.58116666666663,1,1,6.5,15.6,127.4,2.2,59.5,665,20.6,6.606447042153738,657,-1.3739930966748943
E02000361,2497,Hackney 017,51.1,17.47815231,58.53365,25.8,37.1,20.5,314.4030048076923,4,1,5.0,13.5,104.0,2.4,46.5,810,16.1,5.738993710691824,597,-1.431436868761924
E02000362,1526,Hackney 018,57.0,25.0,57.440815,35.0,28.0,53,265.33741013824886,0,0,4.0,18.2,127.3,2.3,51.2,700,22.3,6.383657835939993,380,-1.0909695428983153
E02000363,3045,Hackney 019,57.2,22.39170226,55.24609,36.8,32.4,44.7,208.46393434343432,0,0,7.2,16.3,140.1,2.2,63.0,615,26.2,7.349008759797142,416,-1.3586511263332317
E02000364,2447,Hackney 020,47.1,16.468039,58.382215,22.7,29.1,38.5,222.88914673913044,1,0,3.7,13.8,98.5,2.5,36.8,925,14.5,5.877034358047016,921,-1.482447557288567
E02000365,3723,Hackney 021,53.0,16.93171188,59.93526,27.6,34.3,31.5,230.55527638190955,2,2,4.2,13.7,109.2,2.6,37.3,880,14.6,5.649984261882278,1480,-1.383073274819237
E02000366,2246,Hackney 022,52.6,21.1026616,57.683125,23.5,25.1,80,375.5815416666667,1,0,4.5,16.8,147.9,2.4,41.3,750,22.6,7.396379228203907,589,-1.2101870110870228
E02000367,2638,Hackney 023,48.3,17.32495512,60.52893,25.5,35.7,51.3,212.0699498069498,2,4,3.3,11.7,175.2,2.7,39.2,940,12.9,4.510496778216587,977,-1.197739990410294
E02000368,2659,Hackney 024,58.4,22.46998285,56.034635,32.9,33.8,45.9,142.4764128440367,0,0,6.4,17.8,123.6,2.2,53.9,665,22.8,8.00958233517342,625,-1.2328844494405606
E02000369,3522,Hackney 025,56.4,18.08590806,56.75525,29.8,34.6,31.9,171.32696130952382,2,0,5.8,15.4,98.1,2.4,49.6,740,19.6,6.98961937716263,1027,-1.20345583061189
E02000370,2645,Hackney 026,53.2,17.20542231,56.69124,31.9,36.7,38.2,206.11821428571423,0,1,5.5,15.2,92.2,2.5,47.5,750,20.6,6.982633863965268,801,-1.2368876019934605
E02000371,4319,Hackney 027,48.9,18.05128205,60.135985,31.2,42.6,19.7,535.2217612966601,4,7,3.4,10.7,81.9,2.9,40.5,865,11.9,4.475176086583061,1754,-1.2856672935693458
E02000372,2319,Hammersmith and Fulham 0,54.0,24.23112768,58.17657,24.5,37.1,65,198.79105014749263,1,2,4.2,15.4,162.1,2.5,50.0,770,23.0,6.160117766957309,497,-1.3876287267405112
E02000373,1609,Hammersmith and Fulham 0,55.4,24.0776699,59.921415,34.5,36.4,32.2,431.9973305084745,1,0,6.3,16.4,155.4,2.3,62.6,650,25.7,6.984079303094022,261,-1.5048813447992104
E02000374,1313,Hammersmith and Fulham 0,53.8,21.14882507,61.67841,27.4,25.0,22.9,346.77037614678903,0,0,3.5,15.3,120.8,2.8,38.7,930,17.6,5.98927294398093,587,-1.4445042089730558
E02000375,2084,Hammersmith and Fulham 0,52.3,17.6217765,57.566975,25.3,34.8,52.6,370.175375,3,1,3.5,15.0,149.7,2.9,41.7,825,15.1,6.2589311231780504,729,-0.9165866894816044
E02000376,1995,Hammersmith and Fulham 0,46.1,12.77258567,58.33818,25.7,34.5,63.5,56.6051686746988,3,2,2.9,13.3,191.7,2.6,39.0,875,13.3,5.428156748911466,737,-0.4583796241070041
E02000377,2111,Hammersmith and Fulham 0,47.8,16.44815256,60.89533,19.8,31.0,58,95.10318666666667,2,1,3.1,13.7,168.7,2.9,36.3,850,14.4,5.78595739316778,748,-1.0249418737832006
E02000378,2088,Hammersmith and Fulham 0,46.9,16.36363636,62.775455,19.7,33.2,30.8,371.9664444444445,3,0,2.4,11.7,128.5,3.3,30.6,1025,9.4,4.636168252993552,948,-1.1755074991166734
E02000379,1469,Hammersmith and Fulham 0,50.0,19.20374707,60.74867,16.1,27.9,43.5,418.3629090909091,0,0,2.7,13.6,147.6,4.3,30.5,1020,11.0,4.20995817028741,780,-1.4673933477375454
E02000380,1211,Hammersmith and Fulham 0,46.6,14.89698891,65.149735,11.7,22.6,55.7,234.62780582524272,0,0,1.8,11.4,111.6,4.2,26.6,1140,10.5,3.7687145069695407,825,-1.2470183668431982
E02000381,1896,Hammersmith and Fulham 0,42.0,16.94711538,64.71665,13.6,29.4,56.3,256.5538404255319,1,0,2.0,10.8,115.9,4.1,24.4,1155,9.5,3.775058578495184,1236,-0.9339833890866984
E02000382,1474,Hammersmith and Fulham 0,54.5,16.47058824,66.35356,13.7,28.1,32.8,157.59787835926448,3,1,2.5,12.4,125.3,3,31.2,1080,9.9,4.702245362837617,694,-0.8892334066494625
E02000383,2814,Hammersmith and Fulham 0,41.9,15.2758133,62.88926,15.7,30.9,21.2,274.35563746630726,2,0,2.5,11.9,109.9,3.4,38.8,990,9.1,4.268817204301075,1206,-1.6185748012417809
E02000384,2151,Hammersmith and Fulham 0,51.0,20.25677603,60.19508,29.2,29.4,65.5,398.8895360824743,4,1,3.2,17.3,150.5,2.7,36.3,830,17.4,7.036516853932584,666,-0.6277013358680447
E02000385,1909,Hammersmith and Fulham 0,47.7,8.547008547,63.693415,14.0,28.7,30.6,201.3158848920864,0,0,1.8,8.5,86.9,4.4,25.6,1245,6.7,2.914360143275806,1083,-1.75378037960133
E02000386,2344,Hammersmith and Fulham 0,49.2,19.27846674,57.837215,33.4,33.7,44.9,216.3207028571429,1,0,3.6,15.4,146.7,2.5,42.4,810,17.1,6.566465442897622,753,-1.275217981169352
E02000387,1784,Hammersmith and Fulham 0,51.9,13.30998249,57.629485,20.2,35.0,24.1,261.68850406504066,0,1,3.0,13.5,136.0,2.9,35.7,935,14.0,5.352564102564102,684,-1.2306501363396898
E02000388,2276,Hammersmith and Fulham 0,47.4,14.13043478,65.087265,14.0,26.1,41.9,230.89110774410776,2,3,1.9,12.6,132.2,3.4,26.2,985,12.8,4.625199362041467,1291,-1.259317365449638
E02000389,1519,Hammersmith and Fulham 0,35.9,15.18661519,70.220605,6.4,17.9,18.7,490.5973333333333,3,0,1.7,10.9,91.9,6,20.4,1205,10.7,3.8069835111542196,1088,-1.5420874062261185
E02000390,1410,Hammersmith and Fulham 0,48.0,16.80261011,61.979735,14.0,23.2,43.8,116.05927450980391,2,2,2.5,12.4,114.4,4.1,24.3,1010,12.5,4.936355169202111,935,-1.1538490809932551
E02000391,1589,Hammersmith and Fulham 0,55.8,20.0,66.203415,8.5,19.8,34.6,197.69039256198343,3,1,1.2,11.3,102.3,5.3,19.1,1155,10.9,3.9030082987551866,1353,-1.412824542532061
E02000392,2118,Hammersmith and Fulham 0,54.1,18.62269641,63.786255,14.6,24.2,25.3,173.25998055555556,5,0,2.1,10.1,105.9,4.3,23.1,1170,9.9,3.7433155080213902,1715,-1.4526363328847969
E02000393,1072,Hammersmith and Fulham 0,48.7,14.2599278,68.296355,5.9,13.8,18.8,119.6278695652174,1,0,1.5,9.0,70.9,6.6,15.9,1415,8.0,2.9377593360995853,1185,-1.8174450785816816
E02000394,1760,Hammersmith and Fulham 0,44.3,13.62048894,64.766015,21.5,26.0,17,122.585336492891,2,0,1.9,11.8,106.9,3,32.6,960,12.4,4.752953813104189,1103,-1.4096449212601077
E02000395,1099,Hammersmith and Fulham 0,48.6,21.42857143,70.52056,5.4,14.9,24,176.2075145631068,1,0,0.9,9.2,88.4,6.5,13.9,1400,6.3,2.7894471517392034,1119,-1.9217533140448475
E02000396,1110,Hammersmith and Fulham 0,52.9,19.6801968,65.203225,19.1,20.7,35.7,436.6024909090909,0,0,2.1,10.2,101.6,4.3,24.6,1160,11.7,3.7388813508216496,974,-1.462430420616031
E02000397,1890,Haringey 001,46.0,12.7388535,61.08146,16.9,35.2,31.5,184.94477536231884,1,0,8.2,13.7,103.1,2.8,38.8,780,17.0,5.46293921518338,525,-1.4609144351559438
E02000398,1597,Haringey 002,57.4,23.80090498,53.71007,33.1,35.3,49.2,291.4098134715026,0,0,10.7,16.4,146.2,2.5,61.7,575,28.2,7.215316473781969,188,-1.5608655219818144
E02000400,1296,Haringey 004,46.5,18.60019175,60.39243,17.2,24.6,40.4,74.06052269170578,2,3,5.1,14.1,88.0,3.5,38.2,915,16.4,5.243200836820084,468,-1.502388058429058
E02000401,1107,Haringey 005,51.5,24.6728972,57.20399,30.6,26.2,28.1,189.68874452554743,0,1,9.1,17.4,115.5,2.8,50.1,660,30.5,8.182358182358183,214,-1.8049343578484505
E02000402,1308,Haringey 006,54.0,23.58402971,57.850215,31.3,30.9,23,262.99892,0,0,10.1,17.3,119.1,2.7,54.9,625,29.5,7.391369269822308,203,-1.438512819479305
E02000403,1624,Haringey 007,50.2,14.82444733,58.569435,19.5,32.8,18.8,282.1734555555556,0,3,8.9,14.1,101.5,2.8,37.6,820,16.6,5.226577703641923,469,-1.0715812506161568
E02000404,1396,Haringey 008,59.1,25.0,58.94853,24.5,31.2,27.1,224.75336842105264,1,0,10.0,15.9,101.1,2.6,48.7,765,23.5,6.599123767798466,296,-1.6879183562228717
E02000405,639,Haringey 009,39.6,18.11111111,67.867785,6.5,10.5,42,489.82481632653054,0,1,1.4,10.6,76.3,6.2,19.1,1385,7.7,3.669163736431738,655,-1.6189052834672129
E02000406,1566,Haringey 010,58.2,18.54304636,57.43439,23.8,27.8,37,192.1087027027027,0,0,9.3,16.7,114.9,2.8,44.4,740,21.0,7.3736654804270465,319,-1.6262481398187272
E02000407,1843,Haringey 011,47.0,16.32841328,56.791265,28.4,35.8,22.3,35.6163288973384,0,6,10.5,16.4,116.7,2.6,58.4,630,24.6,7.045171985080813,300,-1.2815629941351006
E02000408,1590,Haringey 012,50.1,20.31114952,59.568685,29.7,33.5,25.8,142.03991216216215,2,4,11.8,15.3,125.3,2.7,57.2,635,26.9,6.176587039725485,181,-1.7270249064956538
E02000409,1394,Haringey 013,49.2,20.30401737,57.36951,29.8,33.4,32.2,408.22175,1,0,10.5,17.2,109.7,2.6,54.4,655,27.0,7.557959814528593,269,-1.327448892013667
E02000410,1055,Haringey 014,26.0,17.47815231,68.9969,4.8,17.4,46.1,192.9497509881423,1,0,1.2,10.9,74.6,7,17.6,1250,7.2,2.848101265822785,730,-1.4787268410448422
E02000411,1482,Haringey 015,49.5,22.04568024,56.304445,28.8,30.8,30.1,290.85878217821784,1,1,10.2,14.1,97.1,2.5,57.6,675,22.5,6.375838926174497,243,-1.5171462993629112
E02000412,1868,Haringey 016,49.9,14.44174757,55.478505,27.8,38.2,38.2,268.9502707423581,7,1,9.4,17.2,92.9,2.8,45.9,730,20.5,7.677514792899408,330,-1.0704556946371977
E02000413,925,Haringey 017,36.5,20.43314501,66.717745,10.3,17.0,54.8,419.8048411764706,0,0,1.8,11.5,78.9,5.2,20.7,1245,10.0,3.6447084233261338,702,-1.5766360787149074
E02000414,1362,Haringey 018,45.0,20.27600849,60.015305,23.9,26.6,39.7,642.51875,0,1,9.6,13.8,113.9,2.4,53.3,790,20.5,5.6595863610955846,367,-1.6200992508803238
