Code,no_car_in_household,Msoa_name,lone_parent_unemployed,families_with_3plus_kids,health_life_expectancy_at_birth,child_poverty,overcrowded_houses,self_harm_hospital_admission,AvPTAI2015,supermarket,fast_food,population_cannot_speak_english,Limiting_long-term_illness_disability,hospital_admission_associated_with_alcohol,regular_smoking_at15,non_white_ethnic_group,net weekly income,education_no qualifications,general health age 50-64,work_49hr_more,samhi_index.2011
E02000127,1256,Bromley 001,53.2,15.24590164,59.931745,29.0,10.9,44.4,404.7858795811519,1,0,1.0,19.5,87.7,3.6,19.5,725,27.8,6.3070539419087135,463,-0.6153279828391975
E02000128,561,Bromley 002,38.8,11.08786611,69.266295,10.0,4.7,41.6,408.6219324431138,1,0,0.5,14.3,73.1,6.7,11.7,955,18.1,3.706777316735823,586,-1.2975886992323562
E02000130,1298,Bromley 004,34.7,16.35094716,64.76609,13.3,12.1,69.6,208.3714316037736,3,0,1.7,13.7,83.8,4.1,30.5,960,14.8,4.018253264038535,573,-1.155791203745545
E02000131,2358,Bromley 005,45.4,13.24324324,61.221715,22.4,22.0,32.4,166.65696,1,0,1.9,12.8,81.6,3.3,37.4,850,13.3,3.9352372385878116,649,-1.0621937739682383
E02000132,1556,Bromley 006,49.8,9.213759214,67.666235,17.0,12.7,30.9,378.5134986072423,4,4,1.1,14.6,79.1,5.7,19.5,950,14.1,3.865189724251709,814,-1.1949723022797605
E02000133,416,Bromley 007,34.3,13.88646288,69.95128,6.5,3.0,34.3,477.8090710382514,0,0,0.3,14.5,60.2,8.2,12.1,1220,11.7,2.913963628629161,1146,-1.5260459038370229
E02000134,1655,Bromley 008,41.7,9.42408377,65.91742,13.5,12.5,60.5,305.67063552068475,2,3,1.1,14.7,98.6,6.3,17.0,940,15.0,4.070096099491238,908,-1.1992326108433955
E02000135,2373,Bromley 009,49.0,15.44217687,58.24376,31.2,26.0,73.3,237.33770357142856,1,0,2.5,17.6,129.7,3.2,43.5,650,22.7,6.57374661951321,435,-0.68499917390091
E02000136,428,Bromley 010,55.6,17.27272727,66.791145,17.4,7.9,23.1,314.6623885350319,0,0,0.8,19.8,75.5,5.2,15.0,850,23.8,4.884463648318618,391,-0.979956786636994
E02000137,762,Bromley 011,39.2,13.47926267,71.843345,6.7,6.4,43.7,319.56409565217393,0,0,0.8,14.4,73.9,8,15.2,1055,13.0,3.086339367105092,657,-1.016835003286732
E02000138,897,Bromley 012,28.4,11.27717391,71.926295,4.9,6.4,36.5,421.156568359375,0,0,0.7,14.5,67.4,7.9,14.3,1095,11.6,3.1790084521256463,781,-1.1904660984962554
E02000139,831,Bromley 013,36.1,11.06427819,68.52594,7.3,8.6,48.2,128.07402919708028,2,0,0.9,12.3,72.7,7,16.8,1075,14.0,3.619598128268649,598,-1.1299509388908529
E02000140,1116,Bromley 014,53.8,21.40522876,57.9611,31.6,11.7,72.7,409.07236516853936,1,0,1.1,19.4,117.6,3.9,15.7,675,32.1,7.125979355801518,346,-0.568632624578394
E02000141,1025,Bromley 015,38.1,14.36170213,63.89978,13.4,11.0,44.1,266.62696825396824,2,0,1.3,13.3,89.2,5,30.4,915,16.7,4.509973980919341,449,-1.0302544345519966
E02000142,592,Bromley 016,36.9,15.55959964,70.430045,6.4,6.2,52.1,366.7736436170213,2,0,0.7,13.8,74.4,8.1,14.8,1140,14.8,2.7120743034055725,721,-1.183621863237469
E02000144,939,Bromley 018,31.5,11.48587056,71.0825,7.0,9.2,22.9,249.7034297520661,2,8,0.9,11.5,69.7,7.3,19.6,1165,10.5,2.908923005887106,782,-1.2322518646080978
E02000145,1100,Bromley 019,55.7,19.41594317,58.697415,31.1,12.4,88.6,272.55585388888886,3,0,1.1,17.3,112.9,3.8,19.3,705,30.4,5.844477464091134,366,-0.999635301907672
E02000146,796,Bromley 020,19.4,11.88380282,68.084785,6.3,8.5,35.8,493.8979626168224,0,0,0.4,14.7,67.6,8.1,13.1,950,16.6,3.2068543451652385,582,-1.5593496283352517
E02000147,456,Bromley 021,26.1,19.52965235,71.26147,4.4,3.4,40.8,386.6315420560748,1,0,0.4,13.0,64.2,8.1,14.2,1205,11.6,2.5405609357313548,654,-1.2633876558173058
E02000148,379,Bromley 022,29.2,14.1509434,70.368805,4.9,3.7,29.6,323.22235519125684,2,0,0.4,13.8,70.5,8.3,11.3,1135,15.2,3.295697284101312,530,-1.540144299361144
E02000149,818,Bromley 023,47.5,14.24581006,64.48314,24.6,8.0,64.6,310.1656875,0,0,0.8,17.0,85.6,4.6,11.9,810,25.4,5.190760446405399,445,-0.9261494318629846
E02000150,506,Bromley 024,30.1,15.67291312,68.01921,6.1,3.7,55.2,448.0972608695652,1,1,0.6,13.5,70.3,6.9,16.4,1070,17.4,3.1815421979356406,599,-1.1184710247528151
E02000151,381,Bromley 025,25.9,11.02863203,69.803975,3.4,1.7,24.1,512.8417096774193,2,0,0.4,13.9,68.6,8.5,8.9,1165,15.5,3.3535780301029843,631,-1.7084913548181495
E02000152,702,Bromley 026,51.5,18.73684211,63.77738,20.5,9.0,55.9,372.17556060606057,0,0,0.9,18.1,84.3,4.7,16.0,810,25.7,5.517451607986587,348,-1.1559014009273867
E02000153,330,Bromley 027,19.9,15.43498597,71.068965,4.3,2.0,33.7,603.4546322580645,0,0,0.2,11.8,60.0,8.3,8.5,1205,15.5,2.5274016763378464,544,-1.2096837152449376
E02000154,681,Bromley 028,39.9,14.59183673,71.118115,10.0,7.6,56.2,286.9823231292517,2,0,0.7,14.4,66.8,7,13.0,1025,16.7,3.87773146393836,616,-1.0338599868270262
E02000155,657,Bromley 029,26.0,15.83220568,66.7243,15.5,4.7,42.6,327.06467123287666,0,0,0.5,19.5,92.1,5.9,10.4,840,27.1,5.488776249094859,384,-0.9054364157298056
E02000156,787,Bromley 030,21.7,15.0390625,72.17455,4.5,5.6,35.6,521.5147062780269,3,1,0.4,14.8,77.6,8.3,10.6,1030,15.8,3.260688737314923,843,-1.2744409983644662
E02000157,461,Bromley 031,22.9,15.47131148,71.657285,3.6,3.2,18.3,342.505198019802,0,1,0.4,15.2,68.2,8.5,8.0,1085,14.9,3.139126067302863,499,-1.2750434314697785
E02000158,643,Bromley 032,55.5,22.04806688,68.964855,23.4,5.6,36.7,334.46893902439024,1,0,0.7,17.2,82.1,5.5,12.2,900,22.1,4.481260184682237,396,-1.0556986021113448
E02000159,280,Bromley 033,33.3,17.01346389,70.852525,6.0,2.3,34,424.86693073593074,2,1,0.2,14.2,76.5,8.2,9.8,1085,16.6,3.3763945977686434,585,-1.4292029491014857
E02000160,420,Bromley 034,25.3,16.60039761,69.9487,5.2,4.6,51.6,335.04308163265307,1,0,0.4,13.8,73.2,8.8,6.5,1045,16.1,2.899676375404531,642,-1.0069297141453253
E02000161,437,Bromley 035,23.8,14.49407475,69.305625,3.8,2.4,22.4,375.4099715909091,0,0,0.3,13.5,68.8,8.1,11.7,1085,16.2,3.0914299355454764,571,-1.3109688438896738
E02000162,564,Bromley 036,32.2,13.60381862,69.120965,10.4,6.9,60.5,134.89909232,0,1,0.4,17.4,79.1,7.3,9.5,890,23.4,4.392959229727697,428,-1.1550368357024547
E02000163,366,Bromley 037,25.9,15.23394995,68.990495,7.7,2.9,56.9,239.8065655559845,1,0,0.2,14.0,77.4,8.4,7.1,1080,16.8,3.176470588235294,631,-1.3246371122943297
E02000165,208,Bromley 039,24.7,15.82417582,67.88459,9.9,3.8,39.2,343.4579970102564,0,0,0.1,11.6,69.5,8.8,4.7,1010,17.4,2.9950319375443577,528,-1.462594541232355
E02000166,1704,Camden 001,49.4,16.18303571,66.849155,15.4,18.2,66.4,514.1404432234432,1,0,1.6,16.7,92.0,5,20.6,1035,13.2,6.657402728650834,758,-0.7888554747782861
E02000167,1498,Camden 002,31.9,15.71753986,73.177125,3.1,15.8,40.5,790.9073399693722,0,0,1.0,10.5,47.8,7.8,15.2,1460,5.5,3.1516075740246534,1431,-1.4319799307596963
E02000168,1961,Camden 003,47.7,15.27777778,63.777225,14.1,27.3,32.3,178.15911355311357,2,10,1.8,14.9,87.9,4.4,21.8,1135,12.4,4.72636815920398,871,-0.7569446126047732
E02000169,953,Camden 004,38.4,20.75919336,74.219795,3.6,13.4,17.6,351.52396028880867,1,0,1.3,9.8,35.9,6.8,24.1,1355,6.7,2.564102564102564,1178,-1.4005876003960531
E02000170,1821,Camden 005,37.3,12.03369434,68.183395,11.4,28.9,46.5,358.9693449781659,1,1,2.0,11.0,61.6,5.7,25.7,1235,7.6,3.424574942722778,1124,-1.6034279276603955
E02000171,1797,Camden 006,53.3,16.37831603,67.33497,14.6,24.5,29,126.5723387978142,0,1,1.7,13.7,75.7,5,22.9,1150,10.1,5.328026704326614,1048,-1.034728463843772
E02000172,2789,Camden 007,60.8,20.94370861,56.82852,29.6,37.3,42.6,215.62107067137808,1,3,4.4,19.8,128.8,2.9,37.4,750,22.3,8.61982054642605,633,-0.6383509320556334
E02000173,1888,Camden 008,44.0,15.09433962,70.755575,5.7,28.9,25.3,206.91535064935064,2,1,1.7,10.8,59.8,6.2,29.9,1355,6.0,3.1725049570389956,1433,-1.4632364497912107
E02000174,2399,Camden 009,50.8,17.34693878,59.791555,23.0,35.4,30.5,184.13688942307687,0,1,3.3,15.3,92.2,3,32.1,960,14.5,6.6413880271170855,821,-0.7412699525218505
E02000175,2514,Camden 010,48.1,13.18537859,61.17273,16.4,31.7,30.2,257.05392903225805,4,2,2.3,11.8,77.8,4.4,29.7,1165,8.6,4.917476825683925,1423,-1.3341874718189055
E02000176,1761,Camden 011,31.9,11.28205128,71.694165,3.1,26.1,45,105.50763101604278,1,0,1.4,9.8,58.9,7,22.3,1370,5.4,2.846239465733821,1304,-1.3807090400648878
E02000177,2491,Camden 012,59.3,22.13279678,58.54713,28.0,32.8,39.5,137.03944957983194,0,3,3.9,18.5,131.0,3,36.0,830,19.1,7.7174771522058,814,-0.7716675494839528
E02000178,2839,Camden 013,50.9,18.08118081,57.02905,28.5,35.8,32.8,211.97268393782383,1,0,3.6,16.9,101.7,2.8,36.9,855,14.4,7.197098492576222,1033,-0.8660487436052475
E02000179,1493,Camden 014,58.7,18.90166028,67.904165,17.9,29.4,27.1,97.84778974358974,2,2,2.8,12.3,76.1,4,33.4,1050,11.6,4.631245043616178,852,-1.1895517105036213
E02000180,2137,Camden 015,45.9,20.52631579,61.401425,23.8,35.1,34.7,337.5413868312757,1,0,3.7,14.0,93.9,3.1,33.9,880,13.4,6.186374314800313,715,-0.8411955886966388
E02000181,1879,Camden 016,59.0,11.25356125,66.92969,14.4,22.3,25.1,289.65753303964755,0,0,1.4,10.2,62.2,4.9,24.2,1320,6.5,3.3493444112683366,1432,-1.5013047956158916
E02000182,1478,Camden 017,59.5,19.33774834,67.805695,14.6,24.6,24.9,392.878868852459,3,3,4.2,13.5,69.2,4.1,40.3,1065,11.9,4.14281410063272,901,-1.416134941387602
E02000183,2062,Camden 018,53.3,19.37984496,66.58733,14.9,31.3,47.2,257.2850203389831,2,2,1.7,14.4,95.1,4.9,22.8,1045,11.4,5.575926160070805,1254,-1.105401508887819
E02000184,2566,Camden 019,54.4,21.67755991,57.348295,32.1,37.7,36.5,358.0938507462687,1,7,4.6,16.5,130.2,2.7,41.0,775,17.3,6.635342654137062,558,-0.7782351512517416
E02000185,2700,Camden 020,57.6,21.74381055,59.11793,28.5,38.9,31.8,229.5682901960784,3,0,4.5,18.9,108.5,2.8,42.0,715,18.6,7.622062583708754,641,-0.8588811539088995
E02000186,2093,Camden 021,51.6,16.95906433,66.63469,21.7,39.4,38.9,224.82924431818185,6,19,3.7,14.8,126.7,3.4,30.6,935,12.6,5.207209983053459,809,-0.7681672383273236
E02000187,2414,Camden 022,58.3,26.54508612,54.41354,30.7,37.8,35.3,519.5662861271676,3,8,7.2,19.7,138.3,2.3,52.9,640,25.4,9.275793650793652,338,-0.630738610856838
E02000188,2322,Camden 023,46.3,27.10059172,55.60379,28.0,41.1,29.3,563.9693084513084,3,6,6.6,16.4,140.4,2.4,51.6,675,20.0,6.575135407482051,332,-0.6366764184505984
E02000189,1706,Camden 024,42.2,40.98073555,57.95473,20.9,47.6,22.1,606.2039169550173,0,5,6.5,13.9,121.1,2.3,54.6,730,15.4,6.158683188459404,337,-0.9208745692621998
E02000190,2624,Camden 025,36.9,25.88726514,58.445725,20.8,43.8,28.2,786.7045579710144,2,1,3.9,15.5,101.6,2.9,43.0,720,11.8,7.101792357118701,489,-1.5502862999089122
E02000191,2240,Camden 026,28.7,26.4084507,62.974725,13.7,46.4,22.9,634.0798577307467,6,6,2.9,9.6,88.2,3.3,43.2,895,5.8,4.382326420198377,710,-1.8166337258623089
E02000192,2485,Camden 027,58.3,22.09302326,59.723515,25.1,38.2,34.8,517.3308388829216,3,2,4.6,16.8,113.2,2.5,41.5,810,16.0,7.249679532830081,871,-1.1402723177384515
E02000193,2981,Camden 028,45.5,14.16893733,63.48457,17.4,43.8,28.9,668.0018610738255,7,19,2.4,13.7,78.5,3,35.6,935,8.3,4.579172610556348,1001,-1.112917592275564
E02000194,1744,Croydon 001,38.2,13.60136869,65.25678,19.6,20.6,44.9,256.6371054421769,1,0,2.0,13.5,84.6,3.3,39.6,890,13.5,3.7136832239925024,577,-1.3363377596431405
E02000195,828,Croydon 002,39.3,16.83501684,68.125035,12.4,10.5,29.3,346.6686371308017,0,0,2.9,13.7,66.3,3.4,53.9,960,15.5,3.9288849868305533,594,-1.6950669531920295
E02000196,830,Croydon 003,40.8,20.98501071,61.637425,16.8,17.6,25.7,439.7040699300699,0,0,5.1,15.6,87.3,2.7,64.4,895,18.8,5.118110236220472,405,-1.5559157663874783
E02000197,1306,Croydon 004,48.6,19.88906498,65.57166,14.8,17.8,27.3,142.7140557939914,1,0,5.5,14.6,99.5,2.8,64.1,830,16.4,4.5965608465608465,444,-1.703254149436983
E02000198,1455,Croydon 005,42.9,18.57585139,63.241965,23.0,20.3,67.2,359.9392125984252,0,0,3.1,13.7,95.8,2.7,62.7,750,19.7,4.400947512778955,338,-1.6054131967172638
E02000199,1177,Croydon 006,35.6,18.62891207,65.22354,17.7,16.3,28.7,161.01707407407406,0,0,2.7,12.3,88.3,2.8,66.6,900,16.0,4.000949780363291,368,-1.7765019557285622
E02000200,1694,Croydon 007,48.0,13.61665221,65.044285,20.3,23.4,42.5,215.22406776556767,0,0,2.0,14.6,85.9,2.8,54.2,775,16.3,4.38232421875,450,-0.8094309932627529
E02000201,1955,Croydon 008,44.6,14.1329259,58.970685,25.6,27.6,31.2,300.8100256410257,2,0,2.4,15.2,93.2,2.9,60.2,655,17.7,5.591112184518778,361,-1.039204153845635
E02000202,1017,Croydon 009,37.5,19.79166667,63.864315,15.2,16.4,34.4,487.1294647887324,1,0,5.0,14.0,82.6,2.3,75.2,835,17.5,4.421968716923439,369,-1.5719363751260675
E02000203,1482,Croydon 010,41.5,17.52096925,60.85005,20.0,25.8,69.6,93.06915384615384,2,0,4.1,15.1,110.3,2.4,70.9,705,19.1,5.4043234587670135,342,-0.7550286875343719
E02000204,1067,Croydon 011,43.3,22.59541985,61.90535,15.8,19.4,34,457.98425,2,0,4.8,14.3,81.6,2.2,79.7,865,17.2,5.026852846401718,386,-1.7088897765696456
E02000206,1965,Croydon 013,43.3,17.7704918,59.061725,25.9,25.2,53.2,327.1228565217391,0,0,3.2,15.4,104.8,2.7,63.5,700,19.2,5.181402276837962,333,-1.2672074053374978
E02000207,1386,Croydon 014,45.9,19.13875598,60.064645,22.5,20.4,77.1,310.9541515151515,1,0,1.9,14.8,94.0,2.9,54.0,795,18.6,5.012810515762505,389,-1.2427350662846437
E02000208,1885,Croydon 015,49.9,15.2173913,59.665335,27.4,33.6,84.6,201.28473846153844,0,0,5.0,14.8,119.0,2.5,71.7,635,19.6,5.484707102125454,362,-0.9061266454747182
E02000209,989,Croydon 016,44.5,20.08639309,61.178075,19.2,20.3,55.4,710.8551578947369,0,0,5.6,12.9,85.2,2.2,72.3,790,18.4,4.4227796932588275,319,-1.9882285280814176
E02000210,1126,Croydon 017,36.1,14.57990115,63.61845,16.7,12.5,40.1,340.8766111111111,0,1,2.0,12.1,74.2,4.3,42.8,965,16.3,3.975903614457831,420,-1.4578234250110798
E02000211,442,Croydon 018,27.1,12.8600823,67.424165,9.7,6.7,32.1,162.78328358208955,1,0,1.0,15.1,71.5,6.9,25.4,965,18.4,4.05,525,-1.7523886848923664
E02000212,1315,Croydon 019,46.4,18.77256318,60.52398,20.8,26.2,58.3,774.7931692307693,1,2,5.8,12.8,92.3,2.3,70.2,755,21.0,5.022295235860127,293,-1.4186783998316934
E02000213,2373,Croydon 020,54.7,14.45864156,57.78309,25.7,34.7,70.1,455.63453103448273,8,0,4.8,15.9,144.1,2.6,66.7,670,17.9,6.234860452869931,372,-1.426575511175401
E02000214,547,Croydon 021,30.7,15.72164948,68.868545,9.7,7.6,36.9,233.67415217391303,1,1,1.5,14.3,68.7,6.3,32.8,1045,15.1,3.2641903843061586,407,-1.5725978262303837
E02000215,2522,Croydon 022,52.9,10.56845476,60.918705,17.1,24.5,51.2,459.7395343361674,1,0,3.3,14.9,112.3,3.2,45.5,845,15.0,5.079700403303246,690,-1.5770756110879294
E02000216,1062,Croydon 023,44.3,10.83437111,69.902365,6.8,12.2,13.3,463.0512206896552,0,0,2.3,15.9,69.2,4,50.8,1105,11.9,3.850800362428269,501,-1.5712455661861806
E02000217,2041,Croydon 024,51.5,13.17280453,61.786805,21.0,22.9,51.2,217.29064727272728,2,4,3.0,12.9,79.6,3.3,47.7,810,16.4,4.221717588769612,565,-1.6919960078746772
E02000218,689,Croydon 025,48.9,20.77067669,65.32584,26.9,13.8,45.2,419.8082845528455,1,0,2.3,14.1,77.4,4.7,40.0,895,19.5,4.367469879518072,257,-1.6247886911852067
E02000219,469,Croydon 026,29.6,14.47212337,68.364015,8.7,2.8,36,392.40675543478255,2,0,1.1,16.5,65.1,6.2,26.0,1025,16.7,3.908496732026144,555,-1.869744551275304
E02000220,2448,Croydon 027,37.8,8.21799308,61.144575,19.4,30.6,58.7,516.4845780189959,5,9,3.1,14.6,107.8,3.4,41.8,825,13.3,3.6912398780103057,703,-0.9802988723952228
E02000221,1238,Croydon 028,48.3,18.21835231,61.938425,24.2,17.7,50.7,368.9492489795919,1,2,3.1,16.4,93.7,2.9,46.2,800,21.2,5.119418483904465,469,-1.1945209205070153
E02000222,1067,Croydon 029,40.1,11.21593291,67.71176,10.4,15.5,24.6,303.1141212121212,1,0,1.5,12.7,67.9,5,30.8,1070,12.1,3.1514219830899313,597,-1.4640626781627943
E02000223,1323,Croydon 030,53.3,24.98418722,56.71786,33.6,20.5,58.9,421.4406781609196,0,0,1.6,16.5,95.6,3.2,38.4,675,33.4,6.032732051128898,226,-1.388480968624894
E02000224,972,Croydon 031,45.8,12.01550388,67.30399,12.4,16.8,49.9,301.9652773109244,1,2,1.5,12.0,73.9,4.4,31.7,975,12.2,3.3350771645304733,589,-1.4673419958921654
E02000225,821,Croydon 032,50.0,24.83598875,60.640005,26.9,10.8,58.6,391.886504854369,1,0,0.9,17.6,89.6,3.7,22.3,775,33.3,5.999469073533316,305,-1.4569883840788318
E02000226,317,Croydon 033,29.8,10.79545455,69.180975,7.0,2.7,37.7,394.0927660818713,2,0,0.9,14.1,69.5,6.8,23.1,1080,14.1,3.306122448979592,552,-1.710187178507422
E02000227,889,Croydon 034,35.6,14.15157612,64.903295,18.8,7.4,47.4,393.38878010471205,0,0,0.8,14.7,73.1,5,20.0,895,18.5,4.153886600648497,677,-1.418385860503648
E02000228,302,Croydon 035,35.4,15.48022599,73.18761,4.1,2.6,21.8,267.5705897435897,0,0,0.8,14.0,57.9,7.4,20.5,1225,11.2,2.9181589070168457,655,-1.5479788941679389
E02000229,966,Croydon 036,52.2,22.4852071,59.19976,30.9,16.0,64.9,672.6586083916084,0,0,1.3,20.4,122.1,3.4,25.3,660,37.7,6.872525732383214,211,-1.36910331582227
E02000230,936,Croydon 037,41.3,14.42542787,67.19155,10.2,10.8,55.8,430.6939438877756,2,0,1.3,15.4,76.9,4.6,31.7,1015,13.0,3.3453052847614164,744,-1.1068314568107915
E02000231,204,Croydon 038,38.1,16.20171674,69.75962,5.0,4.5,38.3,377.0808850267379,0,0,1.2,14.7,58.7,6.2,32.5,1215,12.7,3.225372933745464,756,-1.2847681104778177
E02000232,300,Croydon 039,37.5,14.98079385,68.69638,9.4,4.0,70.2,173.56828767123287,1,0,0.8,16.0,72.5,6.9,17.0,985,20.0,4.775008093234057,389,-1.4473248498563722
E02000233,402,Croydon 040,40.6,14.61988304,66.95704,11.4,7.1,42.5,281.96496787148595,0,0,1.0,14.5,69.9,5.2,24.7,1000,15.8,3.362891082482851,396,-1.1586160425754946
E02000234,654,Croydon 041,35.9,15.47729379,68.403285,15.2,8.5,62.9,363.6804919908467,2,0,0.9,14.1,85.0,4.7,26.3,1000,15.5,3.7844611528822054,556,-1.263779887072468
E02000235,335,Croydon 042,40.7,13.63163371,72.074305,9.6,5.2,42.4,148.8562870625,0,0,0.5,12.8,71.0,7,18.7,1135,14.2,2.9565217391304346,560,-1.2995139177004205
E02000236,325,Croydon 043,31.4,16.22678397,68.39342,9.0,3.3,46.7,617.5376202321725,0,0,0.4,12.2,65.8,7.8,15.9,1140,15.1,2.9353950989385402,545,-1.5595367603130004
E02000237,591,Croydon 044,35.4,13.10043668,68.09465,11.3,3.9,115,276.3011385542169,0,1,0.5,17.8,71.8,7,14.0,940,20.5,4.869215291750503,455,-0.935686977673249
E02000238,769,Ealing 001,45.3,17.65612953,62.620455,15.7,20.7,54.3,539.2309728260869,1,2,8.4,13.0,113.5,2.5,52.3,905,18.9,4.370536190171624,525,-2.008421515778459
E02000239,649,Ealing 002,33.1,18.44380403,64.71557,8.6,18.0,14.4,360.06933519553075,0,0,8.6,12.3,97.9,3.2,58.4,970,14.7,3.7666666666666666,507,-1.9210640956021736
E02000240,1281,Ealing 003,52.7,19.1886671,62.365435,23.7,23.7,54.5,435.6064107142857,0,0,5.9,15.3,153.3,2.1,52.8,735,23.4,5.319045299561617,454,-1.467327829006608
E02000241,600,Ealing 004,43.3,15.38461538,64.19999,14.9,20.7,43.4,142.43756054931333,0,0,6.6,12.0,113.0,2.5,48.8,915,17.6,3.840939900587438,325,-1.7147056731498658
E02000242,540,Ealing 005,45.6,20.14218009,61.62449,11.2,23.6,39.2,323.1253670886076,0,0,10.1,13.5,133.8,2.7,63.6,915,17.8,4.154960816205826,358,-1.9158177590377456
E02000243,915,Ealing 006,42.1,15.625,61.898975,15.9,20.9,47.7,577.3635840707965,2,1,8.2,15.0,128.7,2.6,51.0,860,18.6,5.05491909767332,451,-1.391462183365136
E02000244,658,Ealing 007,41.0,17.62785637,64.549955,15.3,19.0,28.5,509.77884530386734,1,0,8.7,12.6,129.7,3.6,46.1,930,16.1,4.182933630786391,510,-1.6630418997571534
E02000245,1326,Ealing 008,61.1,19.15384615,61.02823,26.8,28.8,90.4,350.4440203045685,0,1,6.4,16.7,160.5,2,56.5,655,25.4,6.4833005893909625,317,-1.044170695194034
E02000246,1029,Ealing 009,48.9,25.0,60.75126,21.4,23.5,41.6,387.578152631579,1,0,5.8,15.6,129.4,2,54.5,710,25.9,5.532693187014175,333,-1.3359821918245431
E02000247,1188,Ealing 010,54.9,18.80286272,60.98075,21.1,25.7,43.2,256.3154673913044,1,0,6.6,15.7,142.9,2.1,57.8,730,22.0,5.113974231912785,479,-1.145626876163028
E02000248,863,Ealing 011,55.5,15.88785047,66.350165,16.1,22.8,40.4,382.0706394849785,0,0,8.5,12.3,104.3,3.2,47.0,1005,11.2,3.8451049904554133,571,-1.8941194486290007
E02000249,917,Ealing 012,44.9,19.83556012,61.69351,14.6,23.4,33.6,187.38924550898204,2,0,8.3,15.3,138.5,2.2,55.0,820,20.8,5.183641573326387,393,-1.4903138965317486
E02000250,525,Ealing 013,24.8,13.64705882,68.754405,4.0,9.3,35.4,595.9251643835617,0,0,2.2,11.8,82.8,5.6,24.2,1325,6.9,2.7956651484215485,650,-1.7260190424512387
E02000251,566,Ealing 014,48.8,20.92793682,65.702605,13.1,20.4,39.8,458.4358,0,0,8.8,13.9,141.9,2,72.1,910,18.4,4.468781470292044,339,-1.7171040941228022
E02000252,1883,Ealing 015,53.6,18.51520572,57.64741,28.4,36.5,38.1,133.08637450980393,3,1,6.5,13.7,116.7,2.3,51.2,865,16.3,5.836011195190214,627,-1.4056078804381764
E02000253,1551,Ealing 016,47.9,18.57651246,59.90713,24.8,22.7,113.5,551.0149937106919,0,0,7.1,18.9,159.6,2.2,45.3,705,23.3,7.067433350757972,451,-1.133315799593389
E02000254,600,Ealing 017,49.6,20.856102,62.714815,15.5,25.0,56.4,618.6439424460432,0,0,10.3,15.6,160.0,1.4,87.4,855,20.5,4.939390506400816,341,-1.620727422621319
E02000255,1096,Ealing 018,50.8,19.31364725,67.51381,18.3,20.6,53.2,238.0529226006192,0,0,4.5,13.3,111.1,3.6,38.5,1030,12.5,4.201950905777682,702,-1.581928527261333
E02000256,1395,Ealing 019,40.0,14.46808511,67.980765,9.8,24.1,44,442.8926592920354,2,0,3.6,11.8,97.6,4.6,30.8,1155,7.3,3.201941972026355,957,-1.292919289357943
E02000257,2302,Ealing 020,45.2,15.1372549,68.41267,9.6,21.7,69,390.12242672413794,5,7,5.4,11.7,90.9,3.4,37.3,1170,7.6,3.4292202876608626,1463,-1.281556276506215
E02000258,965,Ealing 021,52.1,19.13580247,63.568505,14.5,23.7,18.4,630.9568043478262,0,0,7.9,12.1,122.9,2.7,41.1,965,13.0,3.9795765129899388,526,-1.2998258342872353
E02000259,627,Ealing 022,39.4,16.05504587,66.812,9.4,14.1,57.1,589.950701754386,0,0,5.2,11.7,107.7,4,30.7,1145,13.0,3.2828685258964145,463,-1.518765845957157
E02000260,894,Ealing 023,52.4,21.65354331,61.13685,15.3,28.1,33.4,152.067421875,1,0,13.0,17.6,145.9,1.2,90.4,810,21.7,6.516643225503985,320,-1.8020233135026904
E02000261,1971,Ealing 024,53.6,25.51781276,62.880835,18.2,34.1,27.9,354.4220962343096,1,0,6.5,13.6,102.1,2.4,49.1,885,14.8,4.994419642857143,779,-1.5020512803527406
E02000262,1875,Ealing 025,42.0,18.75616979,59.660575,18.1,30.0,35.2,257.98511818181817,2,1,6.1,14.6,125.6,2.7,37.2,835,14.8,5.379782981153626,720,-0.7443355978590124
E02000263,1235,Ealing 026,55.6,23.07157748,58.97189,16.4,32.5,54.9,197.9176371552976,0,0,16.0,17.3,192.4,1,93.9,765,24.1,6.96328293736501,346,-1.635524250416141
E02000264,1146,Ealing 027,49.6,18.99371069,68.385935,13.6,23.2,48.7,136.4731978021978,3,0,5.0,12.1,112.5,3.7,33.4,1095,8.9,3.7222709612733427,859,-1.27788038603023
E02000265,2173,Ealing 028,50.0,15.41984733,62.97733,18.6,26.4,95.8,262.5060875420876,4,1,4.9,14.1,149.5,3.4,38.3,845,14.7,4.881158364447683,843,-0.7556826119846521
E02000266,1428,Ealing 029,55.0,27.32240437,57.304725,24.7,34.2,95.3,466.0370440677967,0,0,9.0,19.4,144.3,1.5,77.3,705,24.0,6.7279601306066334,399,-1.2090581780568528
E02000267,956,Ealing 030,35.5,12.21621622,62.739965,15.4,18.8,57.4,481.5296396181384,1,0,5.4,12.3,133.9,3.3,28.7,1000,13.7,4.122667438159988,515,-1.5151237259897097
E02000268,1306,Ealing 031,48.6,14.88095238,65.45605,11.8,17.5,56.2,159.74652760084925,1,0,3.7,13.3,111.4,3.7,26.9,1080,12.9,4.10958904109589,940,-1.2052534134098625
E02000269,1025,Ealing 032,36.0,15.11017838,68.980055,7.0,13.7,51.8,205.40330601092896,2,1,3.0,10.6,86.3,5.5,23.4,1295,8.0,2.636511308259403,834,-1.2034126032387389
