Code,Msoa_name,education_no qualifications,lone_parent_unemployed,work_49hr_more,families_with_3plus_kids,limiting_long-term_illness_disability,samhi_index.2011,population_cannot_speak_english
E02000026,Barnet 003,15.6,28.7,474,13.93341554,14.7,-1.683781199911312,1.7
E02000027,Barnet 004,22.6,47.4,498,18.62318841,17.1,-1.082707440286849,2.4
E02000028,Barnet 005,13.5,55.4,506,13.95646607,12.9,-1.559873777968382,2.5
E02000029,Barnet 006,16.7,47.5,558,13.4439834,13.9,-1.456155146836693,2.0
E02000030,Barnet 007,17.8,45.6,798,17.51509922,15.1,-1.317720562041525,1.4
E02000031,Barnet 008,14.5,47.1,642,14.81481481,15.6,-0.9475575421384578,3.2
E02000032,Barnet 009,16.3,30.6,546,13.73307544,14.0,-2.041845885435796,2.8
E02000033,Barnet 010,18.5,48.9,504,15.25862069,16.1,-1.336338486036896,3.2
E02000034,Barnet 011,15.5,42.2,643,13.14636284,14.4,-1.290278138921864,3.0
E02000035,Barnet 012,14.2,47.3,677,12.93478261,15.7,-0.8225253189240801,3.8
E02000036,Barnet 013,17.6,42.7,650,19.73333333,14.4,-1.514595552846598,3.4
E02000037,Barnet 014,17.2,44.6,679,26.85325265,14.2,-1.725785875279106,2.7
E02000038,Barnet 015,15.4,46.1,817,15.54054054,14.7,-1.108419693100457,3.9
E02000039,Barnet 016,11.3,36.4,638,18.23085221,12.6,-1.398686534650424,2.3
E02000040,Barnet 017,17.5,49.6,503,22.63759086,14.8,-1.2367737436157,3.7
E02000041,Barnet 018,18.2,43.0,545,25.15611062,14.8,-1.853357777755926,4.9
E02000042,Barnet 019,14.9,43.2,807,13.36593317,15.4,-0.9485321818583063,5.6
E02000043,Barnet 020,10.4,32.4,696,14.59510358,11.2,-1.601790749640879,4.6
E02000044,Barnet 021,21.0,47.5,475,18.12191104,15.0,-1.486399874338737,4.5
E02000045,Barnet 022,16.7,48.7,677,13.23430115,14.1,-1.46945320318791,3.7
E02000046,Barnet 023,11.1,43.2,659,11.8556701,12.1,-1.612385768555202,4.9
E02000047,Barnet 024,24.2,48.9,515,20.72127139,15.9,-1.205395228724889,7.4
E02000048,Barnet 025,12.4,47.8,854,18.51568477,12.3,-1.494803537626168,3.6
E02000049,Barnet 026,21.4,47.4,254,26.6146203,15.2,-1.454341275733813,5.7
E02000050,Barnet 027,16.4,47.4,760,17.16475096,15.1,-1.497724456869944,4.6
E02000051,Barnet 028,12.9,40.8,717,22.04301075,14.2,-1.925210101652192,3.8
E02000052,Barnet 029,11.7,46.8,953,13.83075523,12.9,-1.424450411687009,2.9
E02000053,Barnet 030,15.5,51.5,501,17.45235707,11.4,-1.806712053795386,7.4
E02000054,Barnet 031,11.8,47.2,560,18.33333333,12.1,-1.701866713989712,5.5
E02000055,Barnet 032,14.0,37.9,824,23.22193659,13.2,-1.210479557583672,4.9
E02000056,Barnet 033,9.0,41.4,1057,26.13240418,11.1,-1.682917087200302,1.7
E02000057,Barnet 034,13.7,39.2,510,35.9462486,11.7,-1.779234929142146,4.6
E02000058,Barnet 035,9.6,44.1,956,25.25083612,11.3,-1.855320228514568,2.6
E02000059,Barnet 036,19.9,45.9,571,18.0620155,15.4,-1.412995205839356,8.0
E02000060,Barnet 037,14.7,54.5,686,47.58394758,12.7,-1.814745603511345,3.6
E02000061,Barnet 038,9.3,39.8,849,21.15621156,11.9,-1.697131447768044,3.6
E02000062,Barnet 039,21.1,54.1,335,21.97149644,14.3,-1.647759227273266,7.5
E02000063,Barnet 040,16.7,53.8,447,22.78911565,14.0,-1.107242812825876,8.0
E02000064,Barnet 041,16.6,54.7,478,18.15754339,15.1,-1.668190354804443,5.1
E02000065,Bexley 001,17.6,44.5,312,22.79469165,10.3,-1.721945113453746,2.4
E02000066,Bexley 002,24.9,47.8,404,20.9902371,15.8,-1.702072225724234,3.7
E02000067,Bexley 003,23.6,45.1,455,17.1969697,15.4,-1.94690402307412,2.5
E02000068,Bexley 004,22.5,56.2,383,19.25087108,14.1,-1.88368274968767,2.2
E02000069,Bexley 005,25.0,45.1,327,19.76744186,18.7,-1.639790586767968,1.7
E02000070,Bexley 006,23.9,30.9,440,16.08606557,17.7,-1.84094674595578,1.1
E02000071,Bexley 007,23.6,41.1,424,17.10654936,15.7,-1.638068726900018,1.3
E02000072,Bexley 008,28.3,56.1,488,20.36474164,16.1,-1.616307797295464,1.1
E02000073,Bexley 009,21.9,30.1,575,17.18972896,15.1,-1.65821170428196,1.1
E02000074,Bexley 010,30.2,50.8,348,16.63516068,19.4,-1.031429815365884,0.9
E02000075,Bexley 011,22.8,37.9,482,12.06521739,16.8,-1.64952980820997,0.6
E02000077,Bexley 013,24.9,28.0,413,16.95736434,15.8,-1.539571808584754,1.2
E02000078,Bexley 014,19.3,34.4,442,13.71134021,14.0,-1.542617555794136,0.6
E02000079,Bexley 015,21.1,30.3,506,14.16490486,17.7,-1.039148255590377,1.0
E02000080,Bexley 016,24.1,38.6,517,14.48911223,15.7,-1.66581303261634,1.6
E02000081,Bexley 017,25.5,37.2,416,15.07592191,18.6,-1.151231653852595,0.6
E02000082,Bexley 018,21.2,21.9,551,12.5,13.7,-1.748083395909552,0.9
E02000083,Bexley 019,24.0,41.7,530,19.08339594,16.3,-1.386090164948453,0.8
E02000084,Bexley 020,19.8,29.6,769,13.46749226,14.6,-1.516495790511083,0.7
E02000085,Bexley 021,23.8,27.3,460,13.41911765,13.9,-1.882818010048945,0.7
E02000086,Bexley 022,19.4,25.6,517,12.47401247,12.7,-1.910016979812219,0.4
E02000087,Bexley 023,18.0,35.2,584,16.95906433,15.8,-2.185666948509343,0.4
E02000088,Bexley 024,20.4,27.5,475,15.28795812,14.6,-1.898608952819191,0.4
E02000089,Bexley 025,20.8,26.5,454,13.26530612,16.2,-1.426105163980559,0.2
E02000090,Bexley 026,21.5,39.8,563,10.99020675,18.2,-0.6201935092005024,0.5
E02000091,Bexley 027,21.2,39.3,628,14.13953488,17.8,-1.020367826134696,0.7
E02000092,Bexley 028,28.5,52.7,334,18.34451902,20.0,-1.399930074288253,1.0
E02000093,Brent 001,21.7,51.8,586,18.48484848,14.8,-1.911179348871228,9.4
E02000094,Brent 002,19.9,44.0,512,21.9876869,13.9,-1.99890093302137,7.9
E02000095,Brent 003,21.1,47.2,522,18.21396994,16.2,-1.945907634871609,8.6
E02000096,Brent 004,15.3,32.1,567,14.65201465,14.8,-2.092863477436377,5.4
E02000097,Brent 005,20.9,43.2,448,23.31233123,14.8,-2.150710163461716,8.4
E02000098,Brent 006,17.0,38.3,474,21.20253165,14.5,-1.573438818759938,7.0
E02000099,Brent 007,16.8,41.5,485,20.63628547,12.7,-2.225028224746544,8.1
E02000100,Brent 008,11.5,28.9,564,18.91891892,12.3,-2.273763749063725,4.1
E02000101,Brent 009,20.2,46.1,445,20.78025478,16.1,-1.681362472399829,7.7
E02000102,Brent 010,25.7,49.8,322,31.98458574,14.9,-1.839343249558446,11.0
E02000103,Brent 011,22.3,46.8,443,25.51020408,15.6,-1.898960506076898,6.9
E02000104,Brent 012,18.3,40.8,369,19.31216931,17.1,-1.609547475433447,8.3
E02000105,Brent 013,17.2,40.7,412,18.11352254,12.9,-1.976888105771125,8.6
E02000106,Brent 014,22.7,55.3,464,24.62462462,13.6,-1.787460329255921,10.6
E02000107,Brent 015,15.9,46.1,841,17.46724891,12.8,-1.681480133053646,6.4
E02000108,Brent 016,17.9,45.1,306,20.97560976,14.5,-2.081696265908417,9.1
E02000109,Brent 017,18.9,44.4,457,23.69584439,14.7,-1.834535236495536,8.3
E02000110,Brent 018,15.1,45.1,629,20.50970874,13.7,-1.741770915461545,5.6
E02000111,Brent 019,20.0,43.8,412,17.72575251,15.4,-1.973811335927794,11.1
E02000112,Brent 020,20.3,41.2,473,17.99610895,14.8,-1.996904963746197,11.2
E02000113,Brent 021,26.3,51.9,271,28.13536828,16.6,-1.47594320628117,8.1
E02000114,Brent 022,15.3,45.3,710,19.18976546,12.1,-1.614008434429667,6.9
E02000115,Brent 023,12.9,41.5,874,16.13333333,14.9,-1.061061823096432,4.5
E02000116,Brent 024,21.8,45.2,383,18.61313869,14.2,-1.124162747944417,9.4
E02000117,Brent 025,25.3,46.4,360,24.93043962,16.3,-1.598953577317158,9.1
E02000118,Brent 026,22.7,45.3,388,17.44855967,14.7,-2.276141658714632,13.8
E02000119,Brent 027,25.4,47.2,229,28.71467639,16.4,-1.380373059261718,6.8
E02000120,Brent 028,13.0,45.8,1041,14.00233372,12.7,-0.9872767827521798,3.5
E02000121,Brent 029,21.6,52.2,384,14.79400749,14.3,-2.235222999103471,14.6
E02000122,Brent 030,16.0,38.1,704,21.19914347,14.1,-1.604802559635995,3.8
E02000123,Brent 031,22.5,49.0,709,19.94177584,14.0,-1.638227599709052,10.0
E02000124,Brent 032,12.3,41.2,1195,15.85040071,11.2,-1.355315871528741,3.4
E02000125,Brent 033,17.6,42.9,879,15.09881423,13.1,-1.461877700747451,5.3
E02000126,Brent 034,22.4,47.9,359,25.0,17.2,-0.510729084521327,5.1
E02000127,Bromley 001,27.8,53.2,463,15.24590164,19.5,-0.6153279828391975,1.0
E02000128,Bromley 002,18.1,38.8,586,11.08786611,14.3,-1.297588699232356,0.5
E02000130,Bromley 004,14.8,34.7,573,16.35094716,13.7,-1.155791203745545,1.7
E02000131,Bromley 005,13.3,45.4,649,13.24324324,12.8,-1.062193773968238,1.9
E02000132,Bromley 006,14.1,49.8,814,9.213759214,14.6,-1.19497230227976,1.1
E02000133,Bromley 007,11.7,34.3,1146,13.88646288,14.5,-1.526045903837023,0.3
E02000134,Bromley 008,15.0,41.7,908,9.42408377,14.7,-1.199232610843395,1.1
E02000135,Bromley 009,22.7,49.0,435,15.44217687,17.6,-0.68499917390091,2.5
E02000136,Bromley 010,23.8,55.6,391,17.27272727,19.8,-0.979956786636994,0.8
E02000137,Bromley 011,13.0,39.2,657,13.47926267,14.4,-1.016835003286732,0.8
E02000138,Bromley 012,11.6,28.4,781,11.27717391,14.5,-1.190466098496255,0.7
E02000139,Bromley 013,14.0,36.1,598,11.06427819,12.3,-1.129950938890853,0.9
E02000140,Bromley 014,32.1,53.8,346,21.40522876,19.4,-0.568632624578394,1.1
E02000141,Bromley 015,16.7,38.1,449,14.36170213,13.3,-1.030254434551997,1.3
E02000142,Bromley 016,14.8,36.9,721,15.55959964,13.8,-1.183621863237469,0.7
E02000144,Bromley 018,10.5,31.5,782,11.48587056,11.5,-1.232251864608098,0.9
E02000145,Bromley 019,30.4,55.7,366,19.41594317,17.3,-0.999635301907672,1.1
E02000146,Bromley 020,16.6,19.4,582,11.88380282,14.7,-1.559349628335252,0.4
E02000147,Bromley 021,11.6,26.1,654,19.52965235,13.0,-1.263387655817306,0.4
E02000148,Bromley 022,15.2,29.2,530,14.1509434,13.8,-1.540144299361144,0.4
E02000149,Bromley 023,25.4,47.5,445,14.24581006,17.0,-0.9261494318629846,0.8
E02000150,Bromley 024,17.4,30.1,599,15.67291312,13.5,-1.118471024752815,0.6
E02000151,Bromley 025,15.5,25.9,631,11.02863203,13.9,-1.70849135481815,0.4
E02000152,Bromley 026,25.7,51.5,348,18.73684211,18.1,-1.155901400927387,0.9
E02000153,Bromley 027,15.5,19.9,544,15.43498597,11.8,-1.209683715244938,0.2
E02000154,Bromley 028,16.7,39.9,616,14.59183673,14.4,-1.033859986827026,0.7
E02000155,Bromley 029,27.1,26.0,384,15.83220568,19.5,-0.9054364157298056,0.5
E02000156,Bromley 030,15.8,21.7,843,15.0390625,14.8,-1.274440998364466,0.4
E02000157,Bromley 031,14.9,22.9,499,15.47131148,15.2,-1.275043431469778,0.4
E02000158,Bromley 032,22.1,55.5,396,22.04806688,17.2,-1.055698602111345,0.7
E02000159,Bromley 033,16.6,33.3,585,17.01346389,14.2,-1.429202949101486,0.2
E02000160,Bromley 034,16.1,25.3,642,16.60039761,13.8,-1.006929714145325,0.4
E02000161,Bromley 035,16.2,23.8,571,14.49407475,13.5,-1.310968843889674,0.3
E02000162,Bromley 036,23.4,32.2,428,13.60381862,17.4,-1.155036835702455,0.4
E02000163,Bromley 037,16.8,25.9,631,15.23394995,14.0,-1.32463711229433,0.2
E02000165,Bromley 039,17.4,24.7,528,15.82417582,11.6,-1.462594541232355,0.1
E02000166,Camden 001,13.2,49.4,758,16.18303571,16.7,-0.7888554747782861,1.6
E02000167,Camden 002,5.5,31.9,1431,15.71753986,10.5,-1.431979930759696,1.0
E02000168,Camden 003,12.4,47.7,871,15.27777778,14.9,-0.7569446126047732,1.8
E02000169,Camden 004,6.7,38.4,1178,20.75919336,9.8,-1.400587600396053,1.3
E02000170,Camden 005,7.6,37.3,1124,12.03369434,11.0,-1.603427927660396,2.0
E02000171,Camden 006,10.1,53.3,1048,16.37831603,13.7,-1.034728463843772,1.7
E02000172,Camden 007,22.3,60.8,633,20.94370861,19.8,-0.6383509320556334,4.4
E02000173,Camden 008,6.0,44.0,1433,15.09433962,10.8,-1.463236449791211,1.7
E02000174,Camden 009,14.5,50.8,821,17.34693878,15.3,-0.7412699525218505,3.3
E02000175,Camden 010,8.6,48.1,1423,13.18537859,11.8,-1.334187471818906,2.3
E02000176,Camden 011,5.4,31.9,1304,11.28205128,9.8,-1.380709040064888,1.4
E02000177,Camden 012,19.1,59.3,814,22.13279678,18.5,-0.7716675494839528,3.9
E02000178,Camden 013,14.4,50.9,1033,18.08118081,16.9,-0.8660487436052475,3.6
E02000179,Camden 014,11.6,58.7,852,18.90166028,12.3,-1.189551710503621,2.8
E02000180,Camden 015,13.4,45.9,715,20.52631579,14.0,-0.8411955886966388,3.7
E02000181,Camden 016,6.5,59.0,1432,11.25356125,10.2,-1.501304795615892,1.4
E02000182,Camden 017,11.9,59.5,901,19.33774834,13.5,-1.416134941387602,4.2
E02000183,Camden 018,11.4,53.3,1254,19.37984496,14.4,-1.105401508887819,1.7
E02000184,Camden 019,17.3,54.4,558,21.67755991,16.5,-0.7782351512517416,4.6
E02000185,Camden 020,18.6,57.6,641,21.74381055,18.9,-0.8588811539088995,4.5
E02000186,Camden 021,12.6,51.6,809,16.95906433,14.8,-0.7681672383273236,3.7
E02000187,Camden 022,25.4,58.3,338,26.54508612,19.7,-0.630738610856838,7.2
E02000188,Camden 023,20.0,46.3,332,27.10059172,16.4,-0.6366764184505984,6.6
E02000189,Camden 024,15.4,42.2,337,40.98073555,13.9,-0.9208745692621998,6.5
E02000190,Camden 025,11.8,36.9,489,25.88726514,15.5,-1.550286299908912,3.9
E02000191,Camden 026,5.8,28.7,710,26.4084507,9.6,-1.816633725862309,2.9
E02000192,Camden 027,16.0,58.3,871,22.09302326,16.8,-1.140272317738452,4.6
E02000193,Camden 028,8.3,45.5,1001,14.16893733,13.7,-1.112917592275564,2.4
E02000194,Croydon 001,13.5,38.2,577,13.60136869,13.5,-1.33633775964314,2.0
E02000195,Croydon 002,15.5,39.3,594,16.83501684,13.7,-1.695066953192029,2.9
E02000196,Croydon 003,18.8,40.8,405,20.98501071,15.6,-1.555915766387478,5.1
E02000197,Croydon 004,16.4,48.6,444,19.88906498,14.6,-1.703254149436983,5.5
E02000198,Croydon 005,19.7,42.9,338,18.57585139,13.7,-1.605413196717264,3.1
E02000199,Croydon 006,16.0,35.6,368,18.62891207,12.3,-1.776501955728562,2.7
E02000200,Croydon 007,16.3,48.0,450,13.61665221,14.6,-0.8094309932627529,2.0
E02000201,Croydon 008,17.7,44.6,361,14.1329259,15.2,-1.039204153845635,2.4
E02000202,Croydon 009,17.5,37.5,369,19.79166667,14.0,-1.571936375126068,5.0
E02000203,Croydon 010,19.1,41.5,342,17.52096925,15.1,-0.7550286875343719,4.1
E02000204,Croydon 011,17.2,43.3,386,22.59541985,14.3,-1.708889776569646,4.8
E02000206,Croydon 013,19.2,43.3,333,17.7704918,15.4,-1.267207405337498,3.2
E02000207,Croydon 014,18.6,45.9,389,19.13875598,14.8,-1.242735066284644,1.9
E02000208,Croydon 015,19.6,49.9,362,15.2173913,14.8,-0.9061266454747182,5.0
E02000209,Croydon 016,18.4,44.5,319,20.08639309,12.9,-1.988228528081418,5.6
E02000210,Croydon 017,16.3,36.1,420,14.57990115,12.1,-1.45782342501108,2.0
E02000211,Croydon 018,18.4,27.1,525,12.8600823,15.1,-1.752388684892366,1.0
E02000212,Croydon 019,21.0,46.4,293,18.77256318,12.8,-1.418678399831693,5.8
E02000213,Croydon 020,17.9,54.7,372,14.45864156,15.9,-1.426575511175401,4.8
E02000214,Croydon 021,15.1,30.7,407,15.72164948,14.3,-1.572597826230384,1.5
E02000215,Croydon 022,15.0,52.9,690,10.56845476,14.9,-1.577075611087929,3.3
E02000216,Croydon 023,11.9,44.3,501,10.83437111,15.9,-1.571245566186181,2.3
E02000217,Croydon 024,16.4,51.5,565,13.17280453,12.9,-1.691996007874677,3.0
E02000218,Croydon 025,19.5,48.9,257,20.77067669,14.1,-1.624788691185207,2.3
E02000219,Croydon 026,16.7,29.6,555,14.47212337,16.5,-1.869744551275304,1.1
E02000220,Croydon 027,13.3,37.8,703,8.21799308,14.6,-0.9802988723952228,3.1
E02000221,Croydon 028,21.2,48.3,469,18.21835231,16.4,-1.194520920507015,3.1
E02000222,Croydon 029,12.1,40.1,597,11.21593291,12.7,-1.464062678162794,1.5
E02000223,Croydon 030,33.4,53.3,226,24.98418722,16.5,-1.388480968624894,1.6
E02000224,Croydon 031,12.2,45.8,589,12.01550388,12.0,-1.467341995892165,1.5
E02000225,Croydon 032,33.3,50.0,305,24.83598875,17.6,-1.456988384078832,0.9
E02000226,Croydon 033,14.1,29.8,552,10.79545455,14.1,-1.710187178507422,0.9
E02000227,Croydon 034,18.5,35.6,677,14.15157612,14.7,-1.418385860503648,0.8
E02000228,Croydon 035,11.2,35.4,655,15.48022599,14.0,-1.547978894167939,0.8
E02000229,Croydon 036,37.7,52.2,211,22.4852071,20.4,-1.36910331582227,1.3
E02000230,Croydon 037,13.0,41.3,744,14.42542787,15.4,-1.106831456810792,1.3
E02000231,Croydon 038,12.7,38.1,756,16.20171674,14.7,-1.284768110477818,1.2
E02000232,Croydon 039,20.0,37.5,389,14.98079385,16.0,-1.447324849856372,0.8
E02000233,Croydon 040,15.8,40.6,396,14.61988304,14.5,-1.158616042575495,1.0
E02000234,Croydon 041,15.5,35.9,556,15.47729379,14.1,-1.263779887072468,0.9
E02000235,Croydon 042,14.2,40.7,560,13.63163371,12.8,-1.29951391770042,0.5
E02000236,Croydon 043,15.1,31.4,545,16.22678397,12.2,-1.559536760313,0.4
E02000237,Croydon 044,20.5,35.4,455,13.10043668,17.8,-0.935686977673249,0.5
E02000238,Ealing 001,18.9,45.3,525,17.65612953,13.0,-2.008421515778459,8.4
E02000239,Ealing 002,14.7,33.1,507,18.44380403,12.3,-1.921064095602174,8.6
E02000240,Ealing 003,23.4,52.7,454,19.1886671,15.3,-1.467327829006608,5.9
E02000241,Ealing 004,17.6,43.3,325,15.38461538,12.0,-1.714705673149866,6.6
E02000242,Ealing 005,17.8,45.6,358,20.14218009,13.5,-1.915817759037746,10.1
E02000243,Ealing 006,18.6,42.1,451,15.625,15.0,-1.391462183365136,8.2
E02000244,Ealing 007,16.1,41.0,510,17.62785637,12.6,-1.663041899757153,8.7
E02000245,Ealing 008,25.4,61.1,317,19.15384615,16.7,-1.044170695194034,6.4
E02000246,Ealing 009,25.9,48.9,333,25.0,15.6,-1.335982191824543,5.8
E02000247,Ealing 010,22.0,54.9,479,18.80286272,15.7,-1.145626876163028,6.6
E02000248,Ealing 011,11.2,55.5,571,15.88785047,12.3,-1.894119448629001,8.5
E02000249,Ealing 012,20.8,44.9,393,19.83556012,15.3,-1.490313896531749,8.3
E02000250,Ealing 013,6.9,24.8,650,13.64705882,11.8,-1.726019042451239,2.2
E02000251,Ealing 014,18.4,48.8,339,20.92793682,13.9,-1.717104094122802,8.8
E02000252,Ealing 015,16.3,53.6,627,18.51520572,13.7,-1.405607880438176,6.5
E02000253,Ealing 016,23.3,47.9,451,18.57651246,18.9,-1.133315799593389,7.1
E02000254,Ealing 017,20.5,49.6,341,20.856102,15.6,-1.620727422621319,10.3
E02000255,Ealing 018,12.5,50.8,702,19.31364725,13.3,-1.581928527261333,4.5
E02000256,Ealing 019,7.3,40.0,957,14.46808511,11.8,-1.292919289357943,3.6
E02000257,Ealing 020,7.6,45.2,1463,15.1372549,11.7,-1.281556276506215,5.4
E02000258,Ealing 021,13.0,52.1,526,19.13580247,12.1,-1.299825834287235,7.9
E02000259,Ealing 022,13.0,39.4,463,16.05504587,11.7,-1.518765845957157,5.2
E02000260,Ealing 023,21.7,52.4,320,21.65354331,17.6,-1.80202331350269,13.0
E02000261,Ealing 024,14.8,53.6,779,25.51781276,13.6,-1.502051280352741,6.5
E02000262,Ealing 025,14.8,42.0,720,18.75616979,14.6,-0.7443355978590124,6.1
E02000263,Ealing 026,24.1,55.6,346,23.07157748,17.3,-1.635524250416141,16.0
E02000264,Ealing 027,8.9,49.6,859,18.99371069,12.1,-1.27788038603023,5.0
E02000265,Ealing 028,14.7,50.0,843,15.41984733,14.1,-0.7556826119846521,4.9
E02000266,Ealing 029,24.0,55.0,399,27.32240437,19.4,-1.209058178056853,9.0
E02000267,Ealing 030,13.7,35.5,515,12.21621622,12.3,-1.51512372598971,5.4
E02000268,Ealing 031,12.9,48.6,940,14.88095238,13.3,-1.205253413409862,3.7
E02000269,Ealing 032,8.0,36.0,834,15.11017838,10.6,-1.203412603238739,3.0
E02000270,Ealing 033,19.7,57.8,441,24.66793169,16.2,-1.070162203113219,7.9
E02000271,Ealing 034,7.8,41.0,965,12.85189718,9.0,-1.666804963318008,2.0
E02000272,Ealing 035,11.3,33.0,561,13.52657005,12.2,-1.410297479277836,2.8
E02000274,Ealing 037,23.2,60.5,458,24.96924969,15.3,-2.117880240086542,14.9
E02000275,Ealing 038,22.8,60.5,287,19.11057692,18.9,-1.397219800032533,12.9
E02000276,Ealing 039,9.0,36.2,617,11.54345006,10.0,-1.178742583684943,2.8
E02000277,Enfield 001,27.7,58.1,319,17.02755906,15.7,-1.508707765813147,5.0
E02000278,Enfield 002,32.4,62.0,282,23.27402135,17.9,-1.397160422248146,6.6
E02000279,Enfield 003,24.8,61.0,519,21.11702128,13.7,-1.295124728104471,6.2
E02000280,Enfield 004,21.5,50.8,520,15.32599492,15.9,-1.177608426260488,2.2
E02000281,Enfield 005,23.3,58.7,439,14.6539028,15.9,-1.103855219520039,3.9
E02000282,Enfield 006,32.4,63.9,296,20.8281054,16.1,-1.810523084197405,8.7
E02000283,Enfield 007,28.3,56.5,325,25.75406032,14.9,-2.04750055156422,5.5
E02000284,Enfield 008,18.1,46.4,540,12.37209302,15.0,-1.173310445061591,1.5
E02000285,Enfield 009,17.9,38.6,402,15.14124294,14.1,-1.415791457171992,1.7
E02000286,Enfield 010,17.4,35.7,645,9.7799511,16.5,-1.011220301605675,1.3
E02000287,Enfield 011,17.8,45.7,614,15.72739187,15.4,-1.73123118126035,2.4
E02000288,Enfield 012,27.7,57.5,390,22.21514959,16.0,-1.386203186331439,7.6
E02000289,Enfield 013,17.8,37.1,408,14.4057623,15.2,-1.411960137563038,1.7
E02000290,Enfield 014,29.7,57.0,236,17.11851278,15.0,-1.579830668919156,8.8
E02000291,Enfield 015,21.3,54.8,541,14.03212172,15.9,-1.583969166397726,3.8
E02000292,Enfield 016,22.0,47.1,458,15.89928058,13.9,-1.741565892707593,3.7
E02000293,Enfield 017,15.8,41.2,565,16.40826873,14.2,-1.495391077452086,1.3
E02000294,Enfield 018,27.8,56.3,256,25.25814138,16.0,-1.367768883477938,7.5
E02000295,Enfield 019,17.0,41.6,600,14.06945681,15.2,-1.438613491935345,3.2
E02000296,Enfield 020,19.0,51.5,618,14.19529837,16.0,-2.054137365553822,4.7
E02000297,Enfield 021,19.0,34.4,630,14.75256769,14.8,-1.620952684884896,2.8
E02000298,Enfield 022,14.3,28.0,760,16.77083333,12.8,-1.367777144162606,2.0
E02000299,Enfield 023,28.6,50.9,310,23.9546421,15.8,-1.237873969299454,8.6
E02000300,Enfield 024,24.8,55.1,254,22.41238794,14.4,-1.739549499526035,8.1
E02000301,Enfield 025,29.6,52.9,288,20.8358209,16.2,-1.329382063807165,9.6
E02000302,Enfield 026,22.7,38.7,493,17.72853186,16.4,-1.609644481062785,4.8
E02000303,Enfield 027,31.3,59.3,269,24.37357631,18.2,-1.866994952789893,8.7
E02000304,Enfield 028,13.7,30.8,715,14.32958035,13.9,-1.920422262574367,2.6
E02000305,Enfield 029,15.4,34.2,683,11.6097561,13.6,-1.479367276686595,4.7
E02000306,Enfield 030,31.7,58.2,213,23.43647136,16.9,-1.546674799224485,10.1
E02000307,Enfield 031,25.6,53.5,381,20.54317549,14.7,-2.190523218036456,8.8
E02000308,Enfield 032,17.8,54.5,466,15.78947368,15.7,-1.373929231927226,5.9
E02000309,Enfield 033,27.1,54.3,300,21.83976261,14.3,-1.76257594284463,10.1
E02000311,Enfield 035,22.6,46.7,477,17.10825132,16.2,-1.72377134675906,8.3
E02000312,Enfield 036,14.4,39.1,735,10.9947644,13.8,-1.631984360264285,6.2
E02000313,Greenwich 001,23.5,49.5,275,24.4140625,14.1,-1.692940923189957,3.0
E02000314,Greenwich 002,16.2,50.1,575,21.26410835,10.6,-1.756059772694968,3.2
E02000315,Greenwich 003,27.9,53.6,328,24.75862069,16.8,-1.411330500860122,2.2
E02000316,Greenwich 004,16.1,49.2,954,17.21854305,12.2,-1.354975215663141,3.8
E02000317,Greenwich 005,25.3,55.8,270,21.95488722,16.5,-1.274544018459475,4.9
E02000318,Greenwich 006,21.4,47.9,408,21.98049512,14.0,-1.81155477501716,6.8
E02000319,Greenwich 007,18.8,46.7,518,18.27309237,13.0,-1.651564626706791,5.2
E02000320,Greenwich 008,21.8,47.3,299,17.95121951,15.3,-1.812003491675798,2.4
E02000321,Greenwich 009,25.4,52.2,324,19.25287356,16.9,-1.581568403195729,4.9
E02000323,Greenwich 011,22.8,47.4,460,22.0952381,14.3,-1.545295104004134,6.5
E02000324,Greenwich 012,25.5,51.7,353,22.2,19.4,-1.040335065962641,3.6
E02000326,Greenwich 014,16.0,51.6,539,14.82254697,13.5,-1.205506109018828,2.9
E02000327,Greenwich 015,20.1,53.6,568,26.46775746,13.1,-1.342103244366957,4.5
E02000328,Greenwich 016,14.7,41.4,743,14.05184175,16.0,-1.272025710828802,1.2
E02000329,Greenwich 017,23.5,39.6,298,16.87344913,17.0,-1.775668969827914,2.0
E02000331,Greenwich 019,22.9,52.1,487,18.04435484,16.9,-1.138056245505081,2.5
E02000332,Greenwich 020,16.0,42.4,480,16.5961945,14.1,-1.522033466940668,1.6
E02000333,Greenwich 021,9.4,45.7,865,14.03508772,13.2,-1.147643459860485,0.9
E02000334,Greenwich 022,24.6,43.0,417,17.81818182,17.8,-1.0673397015266,2.8
E02000335,Greenwich 023,21.3,33.8,477,13.50059737,15.3,-2.083450263094483,0.9
E02000337,Greenwich 025,31.3,46.2,360,18.03738318,19.8,-1.529618173742412,1.7
E02000339,Greenwich 027,18.5,44.0,459,15.27777778,17.4,-1.84396467077993,1.0
E02000340,Greenwich 028,21.2,44.9,441,14.63414634,17.7,-1.490946666362126,1.0
E02000341,Greenwich 029,31.5,53.3,368,20.53333333,20.2,-1.24742962674195,2.0
E02000342,Greenwich 030,21.7,52.4,305,16.80672269,15.0,-1.527880960203862,1.6
E02000343,Greenwich 031,27.4,47.2,359,17.25394897,20.1,-1.074779106481976,1.3
E02000344,Greenwich 032,23.3,32.7,445,13.11688312,16.0,-1.269635308584132,1.4
E02000345,Hackney 001,32.0,45.8,262,44.85106383,10.1,-1.871439763234969,9.9
E02000346,Hackney 002,27.6,55.3,221,20.72409488,20.2,-0.9960456949766532,11.4
