Code,obesity_pre_teen,samhi_index.2011
E02000159,0.18719211822660098,-1.4244904414134545
E02000160,0.10526315789473684,-1.0114124141519774
E02000161,0.11231884057971014,-1.3172868919062461
E02000162,0.18095238095238095,-1.1463315537163323
E02000163,0.12217194570135746,-1.3075684473256997
E02000165,0.13191489361702127,-1.6162779404301988
E02006782,0.17167381974248927,-0.9117277431860541
E02006787,0.1509433962264151,-1.1206559132523872
E02006789,0.1437125748502994,-1.5422164518306225
E02000166,0.1524390243902439,-0.8335380442956862
E02000167,s,-1.2901188756902302
E02000168,0.14035087719298245,-0.8118580146063278
E02000169,s,-1.3510856907033624
E02000170,0.1262135922330097,-1.605231233293962
E02000171,0.19594594594594594,-1.032667570930574
E02000172,0.258160237388724,-0.5441135023564995
E02000173,s,-1.4325356250599561
E02000174,0.19658119658119658,-0.7611895842954881
E02000175,0.18110236220472442,-1.4111378397135859
E02000176,s,-1.4044425539451029
E02000177,0.2529182879377432,-0.7866606464166112
E02000178,0.2485207100591716,-0.9201349759216323
E02000179,0.18181818181818182,-1.2430130018137981
E02000180,0.20930232558139536,-0.7383508725943102
E02000181,0.2087912087912088,-1.510708867098546
E02000182,0.20588235294117646,-1.404925587870365
E02000183,0.12605042016806722,-1.220698010398082
E02000184,0.24,-0.8267669345915069
E02000185,0.22088353413654618,-0.8647259142387206
E02000186,0.11764705882352941,-0.6949605205507529
E02000187,0.25396825396825395,-0.6248383114537457
E02000188,0.2900763358778626,-0.9270289778812043
E02000189,0.23333333333333334,-0.9780468174400931
E02000190,0.21739130434782608,-1.3893601445314512
E02000191,s,-1.8708832839309208
E02000192,0.23595505617977527,-1.0941209440059139
E02000193,0.2878787878787879,-1.3095755941871403
E02000194,0.22459893048128343,-1.2552067800044904
E02000195,0.19591836734693877,-1.6993031765745727
E02000196,0.28110599078341014,-1.529766872412228
E02000197,0.2152777777777778,-1.6728758653235152
E02000198,0.2953020134228188,-1.5870775602810243
E02000199,0.27755102040816326,-1.770985080281755
E02000200,0.25092250922509224,-1.2007449871756808
E02000201,0.22658610271903323,-1.0345020099947289
E02000202,0.237012987012987,-1.5804985322181948
E02000203,0.27927927927927926,-0.8793888396391496
E02000204,0.2724358974358974,-1.6816700720801727
E02000206,0.26153846153846155,-1.2425216808513107
E02000207,0.27007299270072993,-1.2493784105812331
E02000208,0.23511904761904762,-0.935131180088663
E02000209,0.22562674094707522,-1.9945596640908059
E02000210,0.22692307692307692,-1.4557877664019616
E02000211,0.14948453608247422,-1.737185285836859
E02000212,0.2782874617737003,-1.7183471771132073
E02000213,0.2656826568265683,-1.3392085734133032
E02000214,0.17543859649122806,-1.5874738578533212
E02000215,0.2147239263803681,-1.1608504080751905
E02000216,0.211864406779661,-1.5782729540956881
E02000217,0.2209737827715356,-1.6433935756534184
E02000218,0.23529411764705882,-1.6270360097439984
E02000219,0.21518987341772153,-1.8734182387749596
E02000220,0.22,-1.1010406350888484
E02000221,0.20597014925373133,-1.1616464649925273
E02000222,0.16326530612244897,-1.4610860334560292
E02000223,0.23694779116465864,-1.3948063568694558
E02000224,0.2122905027932961,-1.479085242455935
E02000225,0.27155172413793105,-1.4565656197379835
E02000226,0.17880794701986755,-1.712745056038414
E02000227,0.1540785498489426,-1.4062080936228538
E02000228,0.14444444444444443,-1.5461338098330393
E02000229,0.2926829268292683,-1.3219596908959363
E02000230,0.14468085106382977,-1.1339252597508491
E02000231,0.16352201257861634,-1.2775981948488206
E02000232,0.12626262626262627,-1.4409220423662643
E02000233,0.09523809523809523,-1.1509687088858216
E02000234,0.21982758620689655,-1.263582416640921
E02000235,0.15706806282722513,-1.2880266303244146
E02000236,0.2054263565891473,-1.507168566898988
E02000237,0.16355140186915887,-0.9297114672863632
E02006788,0.23397435897435898,-1.1975339008904844
E02000238,0.2471590909090909,-2.0035814105678966
E02000239,0.2620689655172414,-1.9636089957856346
E02000240,0.2494172494172494,-1.4338779159049255
E02000241,0.26842105263157895,-1.8602014418074717
E02000242,0.26609442060085836,-1.8796554184914447
E02000243,0.21071428571428572,-1.3552101247428439
E02000244,0.22727272727272727,-1.6331833687633053
E02000245,0.23322683706070288,-1.0570841846343917
E02000246,0.20498614958448755,-1.3308704642236895
E02000247,0.25252525252525254,-1.2231239526693578
E02000248,0.22929936305732485,-1.8975075151233052
E02000249,0.21739130434782608,-1.449082910356555
E02000250,0.10909090909090909,-1.6995864397046383
E02000251,0.256140350877193,-1.7882252627971624
E02000252,0.23478260869565218,-1.372141906080158
E02000253,0.21683673469387754,-1.1338550981324442
E02000254,0.2323529411764706,-1.5911754024635059
E02000255,0.17985611510791366,-1.3944309189936768
E02000256,0.16083916083916083,-1.324784233615039
E02000257,0.1590909090909091,-1.3827031714495355
E02000258,0.16981132075471697,-1.2999780142252695
E02000259,0.1791044776119403,-1.5266923776267525
E02000260,0.21554770318021202,-1.7606196078002867
E02000261,0.2751677852348993,-1.4924456815959086
E02000262,0.20535714285714285,-0.8091377865515141
E02000263,0.23958333333333334,-1.7907739754396124
E02000264,0.2564102564102564,-1.3117052352186342
E02000265,0.26804123711340205,-0.8332823665651912
E02000266,0.23115577889447236,-1.1496049177287337
E02000267,0.233502538071066,-1.4263209986101335
E02000268,0.18562874251497005,-1.021413280272114
E02000269,0.10734463276836158,-1.2843620028205256
E02000270,0.27335640138408307,-0.9522956641909964
E02000271,0.13846153846153847,-1.686988346347253
E02000272,0.11764705882352941,-1.4683336587548403
E02000274,0.2438095238095238,-2.103656471177897
E02000275,0.228310502283105,-1.3199378248950038
E02000276,0.16417910447761194,-1.1633301594388956
E02006791,0.20353982300884957,-1.584369818581139
E02000277,0.26422764227642276,-1.504962045534653
E02000278,0.26334519572953735,-1.3930781579313865
E02000279,0.2647058823529412,-1.2864576755600485
E02000280,0.22761194029850745,-1.1795350163116414
E02000281,0.2491103202846975,-1.0961401426580841
E02000282,0.28083989501312334,-1.8126748494532294
E02000283,0.27371273712737126,-2.069432163686136
E02000284,0.22072072072072071,-1.179556589954991
E02000285,0.20100502512562815,-1.414618774085363
E02000286,0.147239263803681,-1.0252119064637741
E02000287,0.22608695652173913,-1.7182434348009352
E02000288,0.24153498871331827,-1.3460542184166049
E02000289,0.20574162679425836,-1.4166435084775366
E02000290,0.3118279569892473,-1.5422962884594615
E02000291,0.2554112554112554,-1.2566635941205506
E02000292,0.23666666666666666,-1.7292697149985106
E02000293,0.13836477987421383,-1.4914938621013059
E02000294,0.2519893899204244,-1.3494725099997789
E02000295,0.18723404255319148,-1.4142621540263487
E02000296,0.1832797427652733,-1.853050962911966
E02000297,0.17410714285714285,-1.624166566921509
E02000298,0.14634146341463414,-1.6331370390829043
E02000299,0.24641148325358853,-1.2705724597326118
E02000300,0.24752475247524752,-1.7441635510677753
E02000301,0.27539503386004516,-1.3527396751634577
E02000302,0.2608695652173913,-1.6507279312241305
E02000303,0.2845744680851064,-1.7473168837737107
E02000304,0.165,-1.914455663887721
E02000305,0.1658291457286432,-1.4550742293681447
E02000306,0.3161764705882353,-1.5300364336353236
E02000307,0.25824175824175827,-2.1975152378480574
E02000308,0.21621621621621623,-1.692251050894438
E02000309,0.25552825552825553,-1.7748210797191313
E02000311,0.2768729641693811,-1.7560528093183028
E02000312,0.21266968325791855,-1.6075808342571822
E02006793,0.3323442136498516,-1.5970129634636792
E02000313,0.2689393939393939,-1.6943795936933927
E02000314,0.2984014209591474,-1.819909073259696
E02000315,0.28921568627450983,-1.4020654030884951
E02000316,0.2229965156794425,-1.437200613673468
E02000317,0.2577639751552795,-1.2472986955686944
E02000318,0.24251497005988024,-1.8094893926694118
E02000319,0.24271844660194175,-1.6898021591454533
E02000320,0.28512396694214875,-1.8670478534614658
E02000321,0.252,-1.606775149306116
E02000323,0.2654639175257732,-1.5256352817522927
E02000324,0.29365079365079366,-0.9985577879337113
E02000326,0.22023809523809523,-1.2221891358685704
E02000327,0.265625,-1.325335713520901
E02000328,0.1926605504587156,-1.2595140085431475
E02000329,0.24083769633507854,-1.7731057243913233
E02000331,0.25,-1.1472667580776665
E02000332,0.21359223300970873,-1.5537575928874916
E02000333,0.2608695652173913,-1.1007026090450722
E02000334,0.23115577889447236,-1.094710144682918
E02000335,0.17553191489361702,-2.0778760279309623
E02000337,0.22924901185770752,-1.5436289143404502
E02000339,0.1437125748502994,-1.8752490962235726
E02000340,0.22033898305084745,-1.6413323824106194
E02000341,0.2668918918918919,-1.24349285591073
E02000342,0.2597402597402597,-1.5274266483464713
E02000343,0.2,-1.0418923698638203
E02000344,0.23863636363636365,-1.2584382686211755
E02006786,0.26640926640926643,-1.932959356562648
E02006927,0.2421875,-1.2577910756899846
E02006928,0.24113475177304963,-1.5318328011858897
E02006929,0.22,-1.5387270950072909
E02006930,0.18787878787878787,-1.5925710416588719
E02006931,0.25980392156862747,-1.3909312447374111
E02000345,0.22608695652173913,-1.862749259936498
E02000346,0.3520408163265306,-1.0035102612966733
E02000347,0.22549019607843138,-1.7093212611898687
E02000348,0.28313253012048195,-1.7458478450913357
E02000350,0.20430107526881722,-1.7421816221412947
E02000351,0.2653061224489796,-1.077728649488346
E02000352,0.22758620689655173,-0.9766391260986953
E02000353,0.20212765957446807,-1.3102688211853906
E02000354,0.25773195876288657,-1.3494953257018465
E02000355,0.16990291262135923,-1.3409930550681017
E02000356,0.11707317073170732,-1.158518617626345
E02000357,0.2805755395683453,-1.2980912913563472
E02000358,0.27547169811320754,-1.0571140741570568
E02000359,0.22119815668202766,-1.3161584027589555
E02000360,0.2849604221635884,-1.377455979854322
E02000361,0.2787878787878788,-1.3667897439929138
E02000362,0.3037383177570093,-1.0637862376687355
E02000363,0.26597938144329897,-1.347544448794986
E02000364,0.1992619926199262,-1.4879862382178335
E02000365,0.2594594594594595,-1.4080513256915919
E02000366,0.26778242677824265,-1.226620653194714
E02000367,0.28512396694214875,-1.2118031167806818
E02000368,0.2618296529968454,-1.2315504385578784
E02000369,0.32068965517241377,-1.180320878004201
E02000370,0.24017467248908297,-1.2134392727769807
E02000371,0.31932773109243695,-1.306800653246287
E02006918,0.25396825396825395,-1.4869724457656448
E02006921,0.27586206896551724,-1.5751479797077443
E02000372,0.21843003412969283,-1.4069768647909997
E02000373,0.26785714285714285,-1.5343221417102593
E02000374,0.3076923076923077,-1.4450707519004977
E02000375,0.26,-1.1213768032898312
E02000376,0.2948717948717949,-0.6451902077919333
E02000377,0.20118343195266272,-1.0207899760450263
E02000378,0.1919191919191919,-1.2013433906040016
E02000379,0.17567567567567569,-1.4373081059250208
E02000380,0.205607476635514,-1.2567349657046394
E02000381,0.22340425531914893,-0.9943328092176009
E02000382,0.16153846153846155,-0.8717028115986543
E02000383,0.3125,-1.4955397852930772
E02000384,0.22162162162162163,-0.5691498333513805
E02000385,0.18518518518518517,-1.8301609019474148
E02000386,0.2608695652173913,-1.168377058469174
E02000387,0.2248062015503876,-1.1918900055404844
E02000388,0.19101123595505617,-1.2560795435823875
E02000389,0.14444444444444443,-1.5410049482962553
E02000390,0.22105263157894736,-1.155039965972199
E02000391,0.25757575757575757,-1.4867078699635856
E02000392,0.2571428571428571,-1.8922009572084355
E02000393,s,-1.853990714362878
E02000394,0.2781456953642384,-1.4180468274173872
E02000395,s,-1.949900647712515
E02000396,0.2619047619047619,-1.444315930970878
E02000397,0.21637426900584794,-1.4773233979262985
E02000398,0.26811594202898553,-1.5629392448258637
E02000400,0.20920502092050208,-1.41203844599792
E02000401,0.2527881040892193,-1.820628172143877
E02000402,0.2852112676056338,-1.5484136814488016
E02000403,0.22580645161290322,-1.2231324511621902
E02000404,0.24,-1.6672741120461396
E02000405,0.09844559585492228,-1.6231919259138796
E02000406,0.3485714285714286,-1.6127997421778932
E02000407,0.28512396694214875,-1.4778265373245907
E02000408,0.28040540540540543,-1.7288299044233328
E02000409,0.29596412556053814,-1.357513505083653
E02000410,0.07142857142857142,-1.468422508219352
E02000411,0.2958199356913183,-1.5790918578517539
E02000412,0.271523178807947,-1.014487508688214
E02000413,0.10526315789473684,-1.5771924041915788
E02000414,0.24056603773584906,-1.6165456383440404
E02000415,0.2229299363057325,-1.4759055602416102
E02000416,0.19230769230769232,-1.096889748382163
E02000417,0.08461538461538462,-1.1606876366873577
E02000418,0.1366906474820144,-1.4101374315743338
E02000419,0.19852941176470587,-1.4197138804046365
E02000420,0.3128491620111732,-1.1671608074531437
E02000421,0.2616822429906542,-1.0793228516121054
E02000422,0.2803347280334728,-1.5109639047019243
E02000423,0.2653061224489796,-1.7154691894668426
E02000424,0.11764705882352941,-1.2157949361467129
E02000425,0.2366412213740458,-1.4199306871827198
E02000426,0.14432989690721648,-1.174099928501947
E02000427,0.2978723404255319,-1.5719287294028572
E02000428,0.33183856502242154,-1.554222900063844
E02000429,0.08,-1.5959351603881462
E02000430,0.1328125,-1.3969624608597868
E02000431,0.13043478260869565,-1.592500248546006
E02000432,0.2421875,-1.4526359693537714
E02006794,0.3402777777777778,-1.2620555965904319
E02000433,0.13675213675213677,-1.5789391075156582
E02000434,0.20812182741116753,-1.5481479925392754
E02000435,0.17766497461928935,-1.5706731767951811
E02000436,0.21238938053097345,-1.1945756768829967
E02000437,0.18222222222222223,-1.2732107713097036
E02000438,0.24509803921568626,-1.2533398654495294
E02000439,0.22380952380952382,-1.5681898253475328
E02000440,0.1694915254237288,-1.8124158552456733
E02000441,0.14,-1.6183794360894
E02000442,0.22992700729927007,-1.9794464482005036
E02000443,0.23026315789473684,-1.252449890836368
E02000444,0.18532818532818532,-2.0152530889376856
E02000445,0.26582278481012656,-1.5610348428070688
E02000447,0.19428571428571428,-1.6233476792259114
E02000448,0.1527777777777778,-1.7261232956544152
E02000449,0.22641509433962265,-1.9288983885535478
E02000451,0.15384615384615385,-1.7560111730515473
E02000452,0.17391304347826086,-1.4755888673764432
E02000453,0.20526315789473684,-1.7733325799600494
E02000454,0.13333333333333333,-1.7335659204223268
E02000455,0.23134328358208955,-1.4839271527574365
E02000456,0.20670391061452514,-1.1095236226501186
E02000457,0.18857142857142858,-1.7721418685573076
E02000459,0.27615062761506276,-1.5034029755172869
E02000460,0.20416666666666666,-1.481385907642195
E02000461,0.22340425531914893,-1.7178093789942424
E02000462,0.24630541871921183,-1.4654508668890254
E02000463,0.19256756756756757,-1.2379068020459607
E02006795,0.1827956989247312,-1.8605531361852574
E02006882,0.21666666666666667,-2.1570704765167568
E02000464,0.23553719008264462,-1.202555072566585
E02000465,0.20306513409961685,-1.583651197974054
E02000466,0.21933085501858737,-0.9205759940231114
E02000467,0.23703703703703705,-0.9140645790946837
E02000468,0.23018867924528302,-0.9359128136822923
E02000469,0.2193877551020408,-0.8840196918568384
E02000470,0.15979381443298968,-2.225603601645558
E02000471,0.12322274881516587,-1.6332535876734362
E02000472,0.1724137931034483,-1.3011733743607712
E02000473,0.20774647887323944,-2.572069671664435
E02000474,0.2157676348547718,-1.5507527571215107
E02000475,0.22169811320754718,-1.8930507148105298
E02000476,0.20634920634920634,-1.7006607389318449
E02000477,0.16666666666666666,-2.219739378526694
E02000478,0.17543859649122806,-2.253439912427051
E02000479,0.23555555555555555,-1.9067584290599162
E02000480,0.1912751677852349,-1.9350331270449521
E02000481,0.2024793388429752,-1.5561186696110507
E02000482,0.16666666666666666,-1.783860881790594
E02000483,0.16267942583732056,-1.906224613228822
E02000484,0.2,-1.6135569931201832
E02000485,0.2048780487804878,-1.9678931213194844
E02000486,0.1875,-1.9032724645357013
E02000487,0.11857707509881422,-1.7813935310789435
E02000488,0.17318435754189945,-1.971365882624146
E02000489,0.2073170731707317,-1.8651150984823344
E02000490,0.2619047619047619,-2.015636618487707
E02000491,0.22364217252396165,-1.805574405858231
E02000492,0.22981366459627328,-2.3922412127581216
E02000493,0.24669603524229075,-2.0521820721292965
E02000494,0.13541666666666666,-1.3529129910400302
E02000495,0.19339622641509435,-1.1997598155868034
E02000496,0.185,-1.329899042090612
E02000497,0.17551020408163265,-1.2467643471185046
E02000498,0.1377245508982036,-1.2512090344977373
E02000499,0.12173913043478261,-1.3735223446741918
E02000500,0.1116751269035533,-1.2671189782117303
E02000501,0.17391304347826086,-1.0297906564852788
E02000502,0.15555555555555556,-1.0577297252767763
E02000503,0.16498316498316498,-1.369710161328111
E02000504,0.0970873786407767,-1.574687391080921
E02000506,0.16585365853658537,-1.3245257651391202
E02000507,0.19032258064516128,-1.5180977813195125
E02000508,0.17415730337078653,-1.0310993532431667
E02000509,0.2037914691943128,-1.1107495154578515
E02000510,0.16423357664233576,-1.2510171825158178
E02000511,0.20212765957446807,-1.1370761945126606
E02000512,0.19269102990033224,-0.9275006630144262
E02000513,0.2478134110787172,-1.1011334462170794
E02000514,0.2647814910025707,-1.4802650407920899
E02000515,0.20209059233449478,-0.8276512851168374
E02000516,0.24836601307189543,-1.2096689770190066
E02000517,0.22284122562674094,-0.8642104403326354
E02000518,0.26479750778816197,-0.9185894511362817
E02000519,0.22058823529411764,-1.291272408054937
E02000520,0.25,-1.560916088828284
E02000521,0.19950738916256158,-1.1523129971649448
E02000522,0.23357664233576642,-0.7723005749522591
E02000523,0.23115577889447236,-1.8100296925407222
E02000524,0.28,-0.41562737930560695
E02000525,0.23154362416107382,-1.5870064930076087
E02006796,0.1867704280155642,-1.4175855310634986
E02000526,0.10256410256410256,-1.770674207829568
E02000528,0.2508591065292096,-1.3216683827076394
E02000529,0.26755852842809363,-1.627601304094381
E02000530,0.23348017621145375,-1.8035179693856855
E02000531,0.18552036199095023,-1.4321065240927175
E02000532,0.18421052631578946,-1.5876372787201956
E02000533,0.13286713286713286,-1.7965671713900593
E02000534,0.14516129032258066,-1.9803502478007153
E02000535,0.25757575757575757,-2.23236436310998
E02000536,0.24516129032258063,-1.7430253118591654
E02000537,0.23115577889447236,-2.0510925652485583
E02000538,0.2762237762237762,-2.2941278201705995
E02000539,0.22443181818181818,-1.7936717317549133
E02000540,0.188,-1.74195745983967
E02000541,0.2664359861591695,-2.0298252080840307
E02000542,0.2869822485207101,-2.029196073928442
E02000543,0.21019108280254778,-1.9295107696922214
E02000544,0.16260162601626016,-1.6745846910810092
E02000545,0.22,-1.3513227635137213
E02000546,0.2546916890080429,-2.1269164722894955
E02000547,0.2947019867549669,-1.7524517559096229
E02000548,0.25597269624573377,-1.384884162523347
E02000549,0.23867069486404835,-1.2758169537368902
E02000550,0.23298429319371727,-1.7901765615843743
E02000551,0.2861356932153392,-1.3830413133183577
E02000552,0.2938775510204082,-1.7712687363779975
E02000553,0.23,-1.906593679420547
E02006792,0.17592592592592593,-1.5749774367792055
E02000554,0.24896265560165975,-0.708859923965288
E02000555,0.16299559471365638,-0.5168271010340852
E02000556,0.26804123711340205,-0.7275859745637532
E02000557,0.15675675675675677,-0.45568653618827354
E02000558,0.25830258302583026,-0.7594246670067754
E02000559,0.14201183431952663,-1.205220395174093
E02000560,0.24731182795698925,-0.9408153167619404
E02000561,0.11194029850746269,-0.9429076470483996
E02000562,0.1864406779661017,-0.7568875096012606
E02000563,0.2818181818181818,-0.33312640617935674
E02000564,0.21153846153846154,-1.06445348908385
E02000565,0.27111111111111114,-0.8267571542088284
E02000566,0.2152777777777778,-1.1418872401242715
E02000567,0.18518518518518517,-0.5832975097321819
E02000568,0.3039647577092511,-0.5833223796246727
E02000569,0.2878787878787879,-0.6584947216829733
E02000570,0.20535714285714285,-0.9443551152716266
E02000571,0.17204301075268819,-0.6413599907621895
E02000572,0.21518987341772153,-0.7038507808885889
E02000573,0.24742268041237114,-0.9184513118785047
E02000574,0.22522522522522523,-0.7916211121358578
E02000575,0.21428571428571427,-0.9355245763218573
E02000576,0.23504273504273504,-0.9380127611956007
E02000577,0.19924812030075187,-0.46065163481035465
E02000578,0.25,-0.22205172595903905
E02000579,0.16666666666666666,-0.8026424692618084
E02000580,0.2318840579710145,-0.775872641595736
E02000581,0.28063241106719367,-0.4577953929117357
E02000582,s,-1.7098860241146216
E02000583,0.21428571428571427,-1.383525665723898
E02000584,0.21568627450980393,-1.7649701469704853
E02000585,0.15625,-1.4437099425690083
E02000586,s,-1.7862162949508238
E02000587,0.23529411764705882,-1.76414294971655
E02000588,s,-2.1437981289015036
E02000589,0.16393442622950818,-1.7093692464018428
E02000590,0.1891891891891892,-1.6607415077766012
E02000591,0.18867924528301888,-1.3804652659189285
E02000592,s,-1.7809148525493086
E02000593,0.22580645161290322,-1.356780925541604
E02000594,s,-1.4338032495906183
E02000595,s,-1.4451779209158806
